"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","clade","Accession"
"FJ712195",-3.93883144761084,1.8663414091538,0.226226733063538,3.63611150090967,-1.65177403476314,-3.90654772012005,-3.44679457879768,-1.22529047094352,0.197940640361452,-0.8078274283751,0.785046903902377,-0.787317275140875,0.717849681697126,0.378317490805438,-3.15607424691175,2.94942105636949,0.911467525894665,-0.569797111155356,0.405511945965005,0.450642846360889,0.0471349216952197,0.429340890148439,2.54854739973399,1.34885172200778,-0.27608332541845,0.832863230911443,1.055771046721,1.44602396146776,-0.543319169573283,0.109449190977875,0.0803334005390493,0.332080045316603,0.287118875753422,0.581346936354681,0.00779826927558778,0.132510351200994,0.301329777001447,0.247644014460437,-0.00798103974767343,-0.199029944269478,-0.00165975176571514,-0.00136922448388846,0.000865049007346081,0.000549872327189189,0.000343333523756536,0.000146830983916573,0.00113417043311183,0.000766640537166134,2.0012825088656e-14,-2.50208601042786e-15,1.0645920023501e-15,2.94145086991313e-16,8.12592372799723e-16,-7.27012452080875e-17,-1.37118051729469e-16,-3.26739973901841e-16,9.5769574743685e-16,"Asian SEA2b","FJ712195"
"FJ712196",-4.54229351928284,1.80723982334157,2.1937988318465,1.69249946758585,-2.25395257698831,-2.02903560755973,-2.10086500257806,-1.38994283568168,0.220318881088342,-0.0114285405121862,-1.06738693160908,0.181072827638921,0.637742735128166,-0.344507534951051,-0.717304376428826,0.682986779663491,0.592574425017511,1.38606039367108,-0.153147323137062,-1.2431358558271,0.333141068690865,-0.119616453850304,0.538569710200399,-0.171811958773998,-0.286438273720923,-0.291773564304174,0.993676566606567,0.556838404352151,-0.0543026429353968,-0.361804996308649,-0.778060826198481,0.179205411979278,0.0518846185912445,0.0491556228032524,-0.624056501126497,-0.0451396542943692,-0.322597023332169,0.35958902998326,0.0453402976734894,0.151889198504907,0.000666162786062569,0.000954596148931815,0.000622029241026124,0.000360328919855275,-2.74413204118003e-05,4.34050740179325e-05,9.05298203913275e-05,0.000164516555052076,1.95426631983344e-14,-4.46119473485069e-16,3.1955741895359e-16,-2.3666276160615e-17,-3.18573558042876e-16,6.81077337802348e-16,-2.42210535278604e-16,-4.49307430959624e-16,2.20883245221323e-17,"Asian SEA2b","FJ712196"
"GU647092",-4.14651025122146,1.56716866765882,3.06190230334924,1.82075623129557,-2.53425540597712,-0.32438876691502,-1.07556568667423,-0.918002553178157,1.85006854728405,1.60818470386082,0.225485728892525,0.167468670140203,-0.177429758538413,-0.435889023555744,0.272246996855627,-0.0528890581338987,-0.261128306625904,0.0265646449988024,-0.509034611943632,0.16319681549537,-0.330434485549964,-0.376983500754495,0.0804243479135149,0.184325399507395,-0.213471732469256,0.432891133169483,0.0466914585443037,-0.00141002117278943,-0.219750709359563,0.179253350699227,-0.279851125764271,0.0968249751468811,-0.0381929819158173,-0.249387985792743,-0.221116603924779,0.179619600023202,-0.124590142762232,-0.216155129235487,-0.0930223153586036,-0.0937171436810376,0.000323329197918386,0.00076263904531765,-0.00148895345660308,0.000113226265945238,-0.000412119438899149,-0.000716311142830512,0.000229415339319205,-9.99489637696441e-05,2.09291010284905e-14,-6.06511511109656e-16,2.18572698361972e-17,1.96744932518141e-16,6.37472360341617e-17,-5.38320763047635e-17,-1.32780725636971e-16,5.13564470592789e-17,-2.03187226080513e-16,"Asian SEA2b","GU647092"
"KF726852",-4.76207374893759,2.04527134290177,3.29793694338706,2.57067516468236,-3.09716206502192,-0.486894474255697,-1.18187313788999,-1.17778456559255,0.840372036524438,0.137185449571355,-0.267855781862268,0.645566017943881,-0.125170868367184,-0.469239976736992,0.00234421494203216,-0.535590125802809,-0.095041027552354,-0.705177792909005,0.550157960583024,0.396789653554387,0.380602607167962,0.359653256700016,-0.548791218944754,0.118680839629227,-0.190866107321005,0.199673626371758,-0.0589623487630413,-0.0956027691830571,0.0683913471530086,-0.206019552055375,0.154153710673527,0.0254501391558205,0.395670533601441,0.0108030884089512,-0.0231588861075931,-0.0521815532582363,0.238630130566931,0.0830758706781823,0.0442889831350501,-0.0573755806771404,-0.000797347652488162,4.46293964633701e-05,0.00306631370425819,-0.00073823226583513,-0.000214026816318028,0.000955106922500245,0.000625241257736749,-3.11008663376083e-05,1.99737384312448e-14,-1.73163071707678e-16,5.39496492499728e-16,2.77558175937465e-16,5.50358240419663e-17,-1.7809559658644e-16,1.35571839758084e-16,-1.88494034719992e-16,1.08730382454697e-16,"Asian SEA2b","KF726852"
"KP319184",-4.76207374893759,2.04527134290177,3.29793694338706,2.57067516468236,-3.09716206502192,-0.486894474255697,-1.18187313788999,-1.17778456559255,0.840372036524438,0.137185449571355,-0.267855781862268,0.645566017943881,-0.125170868367184,-0.469239976736992,0.00234421494203216,-0.535590125802809,-0.095041027552354,-0.705177792909005,0.550157960583024,0.396789653554387,0.380602607167962,0.359653256700016,-0.548791218944754,0.118680839629227,-0.190866107321005,0.199673626371758,-0.0589623487630413,-0.0956027691830571,0.0683913471530086,-0.206019552055375,0.154153710673527,0.0254501391558205,0.395670533601441,0.0108030884089512,-0.0231588861075931,-0.0521815532582363,0.238630130566931,0.0830758706781823,0.0442889831350501,-0.0573755806771404,-0.000797347652488162,4.46293964633701e-05,0.00306631370425819,-0.00073823226583513,-0.000214026816318028,0.000955106922500245,0.000625241257736749,-3.11008663376083e-05,1.99737384312448e-14,-1.73163071707678e-16,5.39496492499728e-16,2.77558175937465e-16,5.50358240419663e-17,-1.7809559658644e-16,1.35571839758084e-16,-1.88494034719992e-16,1.08730382454697e-16,"Asian SEA2b","KP319184"
"KP319185",-4.03041991738079,2.09743272028456,2.72596439767262,1.55940250055561,-2.80459744355819,-0.241937959507437,-0.522030764622931,-0.27126813683676,1.74625473694198,1.70530672863657,-0.0955787967998317,0.290950160898283,0.880107402635593,-1.13260387188243,0.726174272687769,-1.15691012656862,0.268775128352004,0.0649629349978521,-0.480050965191039,0.84209855331724,-0.342896740866868,-0.395441201325112,-0.641334695741129,0.523766739556399,-0.11739585916067,0.434504696049699,0.0168319253162161,0.092236914584649,-0.273328223431275,0.030196778479883,-0.40309197681434,-0.358671767255895,-0.201645604213935,-0.219422807187519,-0.172581648498416,0.472675388090031,-0.0951968740428766,-0.149278825807388,-0.146969833964477,0.173332863704,0.000365049184313576,0.00153758178899194,-0.000573081023146099,0.000824751762998544,0.00149614664580231,-0.000377590216848498,-0.000201517500607918,-0.000199248356941914,2.0818078726028e-14,5.96223036654383e-17,2.18572698361972e-17,4.18789537443172e-16,8.23608480290389e-18,-1.3709880315165e-16,-1.32780725636971e-16,-3.92732762790784e-16,-5.3625413346806e-16,"Asian SEA2b","KP319185"
"KP319186",-4.91637147643421,1.41245923192116,2.28332508729494,2.73881083334119,-3.04604252288468,-0.0766842534059724,-1.86118446561891,-0.609169898608464,0.747785139485993,-0.69705706633503,-1.51446239803946,0.12696036515073,-0.704368893508522,-1.04118791419373,-0.382598110728059,0.371822591136487,-0.528405884545029,0.414904440296766,0.962971879416266,0.575097392484744,0.951938306355606,-0.053033537330958,-0.401132713114739,-0.0771862233227369,0.177914921991268,-0.204440651954923,-0.330450481639425,-0.103206289427921,-0.0258312824805617,-0.334010443651994,0.0858824440138515,-0.468500913484533,-0.219755515567574,-0.147734716039593,0.171454093184585,-0.301229949308031,0.0295394796498075,-0.0375051954377931,-0.13969789122446,0.165398847796871,-0.00127821497470669,-0.000745578543392867,-0.000700428770025418,-0.00017147273871087,0.000934914253221515,0.000154754648341842,0.000455426941968994,9.57401119140467e-05,2.01241893356373e-14,-2.73444603722109e-16,-2.41820698512277e-16,3.77156174019729e-16,1.1925838726542e-16,-3.03632256845424e-16,-1.32780725636971e-16,1.90134325137423e-16,2.96413135000807e-16,"Asian SEA2b","KP319186"
"KP319187",-4.53877740555661,0.932470518366008,3.03324534417718,1.83927815385205,-2.76472189998799,-0.631326739127062,-1.97660660878113,-1.09318063515324,2.86942008711765,1.27767461660521,0.140624281715739,-0.753677344402525,0.00987954533633314,0.23251697635823,1.12727529851123,-0.444763527354172,-1.08680269777234,-0.524970066633981,-0.190554766180605,-1.08679232980621,-0.448513149311108,0.947359450831491,0.28942004504669,-0.864606877053087,0.70248414868281,0.61937888751331,0.677379004832076,0.211433400947241,-0.36710902108537,-0.249727703700052,-0.252764964373731,-0.0966745929738257,-0.207386597113482,-0.100048184429695,-0.183731985206013,0.209739503544474,-0.303107757312781,-0.262487764695837,-0.0329251665386274,0.189312125090544,0.00156840312834933,0.000692631399792666,-0.0011373471077761,0.000791192315033501,-0.000309586895113145,0.00123564563872069,-0.000555721053494763,-6.32230249866123e-05,2.0818078726028e-14,8.36778420903054e-16,-2.00187335088834e-16,5.29811839905688e-16,6.37472360341617e-17,-5.38320763047635e-17,-3.54825330562002e-16,-5.96658554032368e-17,-5.3625413346806e-16,"Asian SEA2b","KP319187"
"KP319188",-4.75167108409355,1.58646842835305,2.38369279685674,2.89616456516509,-2.95628078756327,-0.225250406308439,-1.81318552641914,-0.73677710024654,0.850236508092613,-0.39818010455263,-1.15207278535665,0.179772931915742,-0.842775407343578,-0.694518363671307,-0.336322630033823,0.183913653982756,-0.34595875564714,0.264766081399264,0.775852694690695,0.842107533162363,0.828281535062404,0.0639805999708097,-0.407853778736185,-0.00492600465413471,0.207176469169289,-0.231816075516656,-0.266167435366384,-0.184810647805077,0.0765830645694379,-0.292563600591783,0.153059536400033,-0.430570910338759,-0.308614030388915,-0.109474622368468,0.209386448523388,-0.190610102489114,-0.0578295220357282,-0.0514880222140042,-0.0865738086491998,0.209332719733277,-0.000993842071522078,-0.000730515168311697,-0.000732018152857266,-0.000489066533344012,0.000906427166360613,-2.67623609326657e-06,0.000513783715197068,6.24960382047424e-05,2.01241893356373e-14,-2.73444603722109e-16,-1.30798396049762e-16,4.88178476482245e-16,6.37472360341617e-17,-3.59143408076681e-16,-1.32780725636971e-16,1.90134325137423e-16,2.96413135000807e-16,"Asian SEA2b","KP319188"
"KP319189",-4.53877740555661,0.932470518366008,3.03324534417718,1.83927815385205,-2.76472189998799,-0.631326739127062,-1.97660660878113,-1.09318063515324,2.86942008711765,1.27767461660521,0.140624281715739,-0.753677344402525,0.00987954533633314,0.23251697635823,1.12727529851123,-0.444763527354172,-1.08680269777234,-0.524970066633981,-0.190554766180605,-1.08679232980621,-0.448513149311108,0.947359450831491,0.28942004504669,-0.864606877053087,0.70248414868281,0.61937888751331,0.677379004832076,0.211433400947241,-0.36710902108537,-0.249727703700052,-0.252764964373731,-0.0966745929738257,-0.207386597113482,-0.100048184429695,-0.183731985206013,0.209739503544474,-0.303107757312781,-0.262487764695837,-0.0329251665386274,0.189312125090544,0.00156840312834933,0.000692631399792666,-0.0011373471077761,0.000791192315033501,-0.000309586895113145,0.00123564563872069,-0.000555721053494763,-6.32230249866123e-05,2.0818078726028e-14,8.36778420903054e-16,-2.00187335088834e-16,5.29811839905688e-16,6.37472360341617e-17,-5.38320763047635e-17,-3.54825330562002e-16,-5.96658554032368e-17,-5.3625413346806e-16,"Asian SEA2b","KP319189"
"KP319190",-3.89011689784311,1.74400674255798,3.11436427667241,1.70563700715564,-2.56063608037752,-0.38362904744214,-0.978270110894054,-0.994115813548302,1.92797422801937,1.52654085579332,0.199058742587725,0.259855923797372,-0.237294830298565,-0.465879109619391,0.29902085262745,-0.0697574835985831,-0.222778668990118,0.000418537872045153,-0.414527235668281,0.177868514948624,-0.249278060001598,-0.30625662326228,0.142549127237561,0.180130159323584,-0.169014722836819,0.464180836447552,0.0673078524324391,0.0771579691106159,-0.459504430055223,0.256556061525219,-0.311444975767268,0.0242213707330757,-0.177612370678351,-0.00551648335599974,-0.316366336172183,-0.324726703089066,-0.28045406253211,-0.534814103702342,-0.143085272426656,-0.177538408815941,-0.000312539889092015,0.000782218596862042,-0.000884593667374957,0.000632073856792848,-0.000281574838654063,-0.000846571777217423,0.000395380929110633,-0.000212988055292613,2.09800481624329e-14,-5.32794060629822e-16,-2.58795966798089e-16,1.93697932782226e-16,1.83329411396238e-16,-1.29633013194788e-16,-3.90719232562942e-16,-1.04122992269097e-16,-8.91064404904719e-17,"Asian SEA2b","KP319190"
"KP319191",-3.83634974164288,1.93659913253224,3.10107162511736,1.61237134279966,-2.54461223609188,-0.351628701962382,-1.04113597013433,-0.802782001835715,1.86279921963643,1.64939306891211,0.0895385418862449,0.265486990552459,-0.24648862184427,-0.307426429122643,0.265474717438757,-0.0289151267959991,-0.366819603215648,0.00987791191172733,-0.287366073361459,0.135003829465629,-0.337226303564749,-0.270813542482755,0.204846624814317,0.262949443147212,-0.334817271225795,0.43120188146717,0.205890098597145,0.0834013120343906,-0.282193445493895,0.142729619781159,-0.359984223444024,-0.05173198573029,-0.0626747615855661,0.0706648062560073,-0.262031459440575,-0.360627330202641,-0.321025606710901,-0.568965570371211,-0.151176193706119,-0.10964333591022,-0.000243643713095312,0.000891359139992535,-0.000775127896807427,0.00069922646448623,-0.000163974918696707,-0.000752988334811359,0.000444047989810913,-0.000187858182105688,2.04249366501203e-14,-8.65860968017369e-16,-2.58795966798089e-16,8.26756303197103e-17,1.83329411396238e-16,-1.85144164426046e-16,-3.90719232562942e-16,-1.59634143500355e-16,-2.00128742952987e-16,"Asian SEA2b","KP319191"
"KP319192",-4.14651025122146,1.56716866765882,3.06190230334924,1.82075623129557,-2.53425540597712,-0.32438876691502,-1.07556568667423,-0.918002553178157,1.85006854728405,1.60818470386082,0.225485728892525,0.167468670140203,-0.177429758538413,-0.435889023555744,0.272246996855627,-0.0528890581338987,-0.261128306625904,0.0265646449988024,-0.509034611943632,0.16319681549537,-0.330434485549964,-0.376983500754495,0.0804243479135149,0.184325399507395,-0.213471732469256,0.432891133169483,0.0466914585443037,-0.00141002117278943,-0.219750709359563,0.179253350699227,-0.279851125764271,0.0968249751468811,-0.0381929819158173,-0.249387985792743,-0.221116603924779,0.179619600023202,-0.124590142762232,-0.216155129235487,-0.0930223153586036,-0.0937171436810376,0.000323329197918386,0.00076263904531765,-0.00148895345660308,0.000113226265945238,-0.000412119438899149,-0.000716311142830512,0.000229415339319205,-9.99489637696441e-05,2.09291010284905e-14,-6.06511511109656e-16,2.18572698361972e-17,1.96744932518141e-16,6.37472360341617e-17,-5.38320763047635e-17,-1.32780725636971e-16,5.13564470592789e-17,-2.03187226080513e-16,"Asian SEA2b","KP319192"
"KP319193",-4.81047572645452,1.82991412410932,3.28423250497747,1.99416015964411,-2.22357189785857,-1.07090891697965,-1.49292251769875,-1.17909296474426,1.75129529082596,0.898159939022753,-0.570483805100036,-0.415645127612249,-0.280681336301503,0.668882838335923,1.18662892480017,0.858448259955178,0.560384030883002,-0.119087687042738,0.0876562211239877,-0.0839745445548163,0.67780999830448,-0.3069873064984,0.479575589170153,-0.12034736325558,0.281013731511421,-0.228939892482189,-0.0817223105713476,-0.405026444805422,-0.0956551402261748,-0.161809037610993,0.493299370526867,-0.0853678435981062,0.0549202052126274,-0.28334437533079,0.0337153815629105,-0.171444110602686,-0.0731653461581207,0.117905431538367,-0.153547601317059,-0.0527645805304547,0.000489262669434225,0.000830700308714983,-9.13981106926382e-05,0.000138166259605893,-2.52574243814411e-05,-0.000807526691562467,-0.000341397349606799,-8.49766976291019e-05,2.07070564235655e-14,-6.06511511109656e-16,-2.00187335088834e-16,4.18789537443172e-16,9.15028116497906e-17,-3.03632256845424e-16,-4.95139987900845e-17,5.50956808140599e-16,3.51924286232065e-16,"Asian SEA2b","KP319193"
"KP319194",-5.09890259702704,1.81322082049476,3.3499502207275,1.96191022145001,-2.83440114872921,-0.817493976396105,-1.46801808506345,-1.46655755605036,1.09296221067669,0.137066817129921,-0.288095355019842,0.473462915616918,-0.188006304376447,0.507721229566268,0.468436835299142,-0.905778048733775,-0.11396118927074,-0.914698878860643,0.350068852073699,-0.128371064569791,0.079061765567995,0.686255223990267,-0.254586088151008,-0.0549686397999265,-0.0948320501850146,0.199661249387797,-0.264427628985078,-0.285913120414715,-0.130252549618122,-0.297002492495799,-0.0998158154975033,0.11811183467046,0.284231354574418,-0.329486780401078,-0.110612581769736,-0.149412515418916,0.1049310086253,0.0353706333883874,0.0342489327024972,-0.0703491563906577,0.000479062980245425,0.000132358626357621,0.000563520873156148,-0.00126057138123103,-0.00232953955539695,0.000640065950850496,0.000562084011309057,-0.000200256892574118,1.99737384312448e-14,1.59903835679869e-16,9.54072826496658e-17,3.88580478399981e-16,-4.75327189291545e-19,-6.70732941239239e-17,-8.64727651669472e-17,1.44572872667555e-16,1.08730382454697e-16,"Asian SEA2b","KP319194"
"KP319195",-4.79677644911208,1.9968220512913,3.84006202685823,2.79801584200918,-2.87175094232125,-0.798363605963873,-1.26456837175374,-1.47156461838575,0.948901991630041,0.0124774549414776,0.00272583747625826,0.717266525407818,-0.578160183655327,-0.213251870648851,-0.064550025221831,-0.387682435440282,-0.262037821914321,-0.812584258269706,0.658855376029025,0.316629501932915,0.724634842153369,0.724240968462612,-0.313902656849067,0.232592728298535,-0.542491150967409,0.356530814242114,-0.16571894301363,0.0806078849603231,0.151129287453651,-0.298556163925586,-0.0526854663000991,0.0310781357688872,0.291438849876662,-0.0879457048789941,-0.0397618051550567,0.103947518352489,0.16424234451207,0.158072681871355,0.0346571820147825,-0.0605612256403722,-0.000463512716223538,-0.000289055187124748,0.00313631907178903,-0.000926799459881552,-0.000226885195164944,0.000780867670584447,0.000666902459962483,6.06921838793701e-05,1.97955319512367e-14,-4.61459598312002e-16,5.8529092969751e-16,2.47349116894264e-16,1.43468926704458e-16,-2.74603541252488e-16,9.86130733812266e-17,-3.97664578804759e-17,1.43092234833581e-16,"Asian SEA2b","KP319195"
"KP319196",-4.4218648645823,1.85056196566099,3.32263088197433,2.60599277805916,-3.29571463060298,-0.746676203630756,-1.50234538182731,-1.26113603202313,1.1073649179505,0.607608626329612,-0.403230538142095,0.469294411353319,-0.50989660942114,-0.0344807687515319,-0.0147429215410063,0.0691803546529426,0.211294763980605,-0.228497714688128,0.0472717152352867,0.0160013362083931,-0.193104732195596,-0.0668867773806449,-0.0332258758560738,-0.186111063966017,-0.0375764087860906,-0.300428530125069,-0.0663127958769254,-0.027975963327344,0.0246628775207443,0.226478777720523,-0.00865298334791786,0.0409042247781893,0.0606468293031257,0.0232003232429348,0.142102296619057,0.0141282001575057,-0.0301546619269284,0.0762686063859896,0.0937829194790494,-0.00982158746465401,-0.000122475763088189,0.000174676006742878,8.81268624097108e-05,-1.76644013370696e-05,-0.000577247966242805,-0.000258049046752074,-1.64483059880048e-05,-8.33440213677377e-05,2.05127673942561e-14,-4.39978057415882e-16,4.96128454518261e-17,2.2450050813377e-16,-8.89084298517974e-17,-8.15876519203924e-17,1.72530606134947e-16,-4.15470417197895e-18,1.8857378844518e-17,"Asian SEA2b","KP319196"
"KP319197",-4.4218648645823,1.85056196566099,3.32263088197433,2.60599277805916,-3.29571463060298,-0.746676203630756,-1.50234538182731,-1.26113603202313,1.1073649179505,0.607608626329612,-0.403230538142095,0.469294411353319,-0.50989660942114,-0.0344807687515319,-0.0147429215410063,0.0691803546529426,0.211294763980605,-0.228497714688128,0.0472717152352867,0.0160013362083931,-0.193104732195596,-0.0668867773806449,-0.0332258758560738,-0.186111063966017,-0.0375764087860906,-0.300428530125069,-0.0663127958769254,-0.027975963327344,0.0246628775207443,0.226478777720523,-0.00865298334791786,0.0409042247781893,0.0606468293031257,0.0232003232429348,0.142102296619057,0.0141282001575057,-0.0301546619269284,0.0762686063859896,0.0937829194790494,-0.00982158746465401,-0.000122475763088189,0.000174676006742878,8.81268624097108e-05,-1.76644013370696e-05,-0.000577247966242805,-0.000258049046752074,-1.64483059880048e-05,-8.33440213677377e-05,2.05127673942561e-14,-4.39978057415882e-16,4.96128454518261e-17,2.2450050813377e-16,-8.89084298517974e-17,-8.15876519203924e-17,1.72530606134947e-16,-4.15470417197895e-18,1.8857378844518e-17,"Asian SEA2b","KP319197"
"KP319198",-4.4218648645823,1.85056196566099,3.32263088197433,2.60599277805916,-3.29571463060298,-0.746676203630756,-1.50234538182731,-1.26113603202313,1.1073649179505,0.607608626329612,-0.403230538142095,0.469294411353319,-0.50989660942114,-0.0344807687515319,-0.0147429215410063,0.0691803546529426,0.211294763980605,-0.228497714688128,0.0472717152352867,0.0160013362083931,-0.193104732195596,-0.0668867773806449,-0.0332258758560738,-0.186111063966017,-0.0375764087860906,-0.300428530125069,-0.0663127958769254,-0.027975963327344,0.0246628775207443,0.226478777720523,-0.00865298334791786,0.0409042247781893,0.0606468293031257,0.0232003232429348,0.142102296619057,0.0141282001575057,-0.0301546619269284,0.0762686063859896,0.0937829194790494,-0.00982158746465401,-0.000122475763088189,0.000174676006742878,8.81268624097108e-05,-1.76644013370696e-05,-0.000577247966242805,-0.000258049046752074,-1.64483059880048e-05,-8.33440213677377e-05,2.05127673942561e-14,-4.39978057415882e-16,4.96128454518261e-17,2.2450050813377e-16,-8.89084298517974e-17,-8.15876519203924e-17,1.72530606134947e-16,-4.15470417197895e-18,1.8857378844518e-17,"Asian SEA2b","KP319198"
"KP319199",-4.74253707262355,1.33806588029268,1.58319775884095,2.72747032777973,-3.33574432959764,-0.294679346346553,-1.80416621148101,-0.744742637265386,0.704826654397962,-0.669404253396434,-1.31817451790811,-0.18601281955425,-0.367278767763093,-0.851024847492617,-0.76309848103312,0.590201597443041,-0.322513856149545,0.425201912134509,1.1971191740625,0.533325742370982,0.810027694311074,-0.0549988897320949,-0.0505614964030539,0.150609096723274,0.245315971443665,-0.119029441803178,-0.404704785005174,-0.285264264455212,-0.238488473065211,-0.30983088210627,0.0489194577835997,-0.723814249483144,-0.210003927333282,-0.0681673141253077,0.0125182396293444,-0.199254021662922,0.20772479637035,-0.112403244074605,0.313719942786784,0.270406742805969,-0.0011832432735548,9.78830188307719e-05,-0.000491541986662026,-0.000768142945509179,0.000640486399182814,0.000388081284547923,-0.00114462783942196,0.000216192468549111,2.01525378705754e-14,-1.58213929598161e-16,-1.19314480722284e-16,4.64856834926956e-16,8.69518607260452e-17,-3.95707831294874e-16,-1.47893276295092e-16,-5.63674464885967e-18,8.73391924862983e-17,"Asian SEA2b","KP319199"
"KP319200",-4.4218648645823,1.85056196566099,3.32263088197433,2.60599277805916,-3.29571463060298,-0.746676203630756,-1.50234538182731,-1.26113603202313,1.1073649179505,0.607608626329612,-0.403230538142095,0.469294411353319,-0.50989660942114,-0.0344807687515319,-0.0147429215410063,0.0691803546529426,0.211294763980605,-0.228497714688128,0.0472717152352867,0.0160013362083931,-0.193104732195596,-0.0668867773806449,-0.0332258758560738,-0.186111063966017,-0.0375764087860906,-0.300428530125069,-0.0663127958769254,-0.027975963327344,0.0246628775207443,0.226478777720523,-0.00865298334791786,0.0409042247781893,0.0606468293031257,0.0232003232429348,0.142102296619057,0.0141282001575057,-0.0301546619269284,0.0762686063859896,0.0937829194790494,-0.00982158746465401,-0.000122475763088189,0.000174676006742878,8.81268624097108e-05,-1.76644013370696e-05,-0.000577247966242805,-0.000258049046752074,-1.64483059880048e-05,-8.33440213677377e-05,2.05127673942561e-14,-4.39978057415882e-16,4.96128454518261e-17,2.2450050813377e-16,-8.89084298517974e-17,-8.15876519203924e-17,1.72530606134947e-16,-4.15470417197895e-18,1.8857378844518e-17,"Asian SEA2b","KP319200"
"KP319201",-4.95331765733897,1.27468781787383,1.63123157811467,2.40709510005453,-3.40634350010766,-0.421252764409224,-2.0081919962036,-0.765131393606307,0.591490342717319,-0.724925776698884,-1.55214147814732,-0.394586501639453,-0.426929203790693,-0.448889050889602,-0.725618408420984,0.515416544616529,-0.0357197457722267,0.533219876470551,1.03371770276488,0.667296342145358,0.860608960159298,-0.0731949175511691,-0.106611953056995,0.225112764166027,0.113384818814552,-0.305216520484099,-0.526549274582693,-0.216761214409689,-0.437668785155729,-0.422918722524298,0.0625217122088398,-0.718182033626095,-0.249554155241699,-0.18071686067184,-0.0639335561125545,-0.324483127734495,0.165107184332216,-0.0431637785456823,0.272465632033565,0.268377655228791,-0.00110406790300531,7.56580254538205e-05,-0.000725038249967737,-0.000685803945475996,0.000756227948963426,0.000334129192012434,-0.00121418688631839,0.000147986404362946,2.02080490218067e-14,-4.7191627135645e-17,-1.19314480722284e-16,4.64856834926956e-16,3.14407094947874e-17,-3.40196680063616e-16,-1.47893276295092e-16,-6.11478958801175e-17,2.53872646180072e-16,"Asian SEA2b","KP319201"
"KP319202",-4.4218648645823,1.85056196566099,3.32263088197433,2.60599277805916,-3.29571463060298,-0.746676203630756,-1.50234538182731,-1.26113603202313,1.1073649179505,0.607608626329612,-0.403230538142095,0.469294411353319,-0.50989660942114,-0.0344807687515319,-0.0147429215410063,0.0691803546529426,0.211294763980605,-0.228497714688128,0.0472717152352867,0.0160013362083931,-0.193104732195596,-0.0668867773806449,-0.0332258758560738,-0.186111063966017,-0.0375764087860906,-0.300428530125069,-0.0663127958769254,-0.027975963327344,0.0246628775207443,0.226478777720523,-0.00865298334791786,0.0409042247781893,0.0606468293031257,0.0232003232429348,0.142102296619057,0.0141282001575057,-0.0301546619269284,0.0762686063859896,0.0937829194790494,-0.00982158746465401,-0.000122475763088189,0.000174676006742878,8.81268624097108e-05,-1.76644013370696e-05,-0.000577247966242805,-0.000258049046752074,-1.64483059880048e-05,-8.33440213677377e-05,2.05127673942561e-14,-4.39978057415882e-16,4.96128454518261e-17,2.2450050813377e-16,-8.89084298517974e-17,-8.15876519203924e-17,1.72530606134947e-16,-4.15470417197895e-18,1.8857378844518e-17,"Asian SEA2b","KP319202"
"KP319203",-4.60329773454943,2.1788959565603,3.29635906446444,2.27847212411427,-2.962812005381,-0.398344433541571,-0.964669491467182,-0.729954780062698,0.942136525983035,0.913232543374166,-0.465249599711283,0.38785687467664,0.0949031993597422,-0.897691871492009,0.180750040331435,-0.757521814638144,1.14062269583492,-0.335187054935478,0.0799214905623594,0.075251923840504,-0.701585333069417,-0.143546126691156,-0.792351859879015,0.182854280018769,-0.28262713699747,-0.542766614852389,-0.163165993921349,-0.027972856359735,-0.0466646635285918,0.0925090407058615,0.0491674716613795,-0.169046801717917,0.0503405275967301,0.361481990486998,-0.00722991887803513,0.310129398771278,0.141213762412475,-0.274018252739685,-0.420180803929952,0.0101752061032779,0.000188024409233329,-0.00143792859120195,0.000553519004419261,0.001085802622313,0.00205942430972217,-0.00259830941069165,-0.000845094720557032,7.25191458907752e-05,2.10755801284677e-14,-8.6052204691984e-16,1.46706967568604e-16,2.1660742487361e-16,3.64060892239826e-16,2.32880850736593e-17,1.82314202590931e-16,-3.00730567037328e-16,1.0088342252078e-16,"Asian SEA2b","KP319203"
