"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","clade","Accession"
"JN974829",-7.41909605018758,-1.00000622850318,-1.86931979418388,-0.32278215626503,2.18606746975538,-2.43737857494566,1.58889355753182,-1.29729494628208,1.57129864927782,0.983831900288323,-0.397206633012788,0.791200804702344,0.569819939973855,0.998333736863348,0.131436099613584,-0.708399898202384,-0.693567816456938,0.863070592794436,0.0224299995961767,0.431006371921992,0.564761218337064,-0.0901805790044588,-0.393779773344782,0.338454716613342,0.127072386599377,-0.235314682221909,0.443504563588457,-0.0850774762783625,-0.569088973047341,0.0813615052154959,-0.121146178801982,-0.436071637875229,-0.0432720886094393,0.10025402339676,-0.280152974214119,0.0517173453948713,0.206038253810181,0.2690895457015,0.310095720847867,-0.255990427808792,0.241929219559979,1.94549085709637e-14,5.20778255103032e-15,5.53599017830166e-16,5.6771385986458e-15,1.90631112268683e-15,-3.09371130447895e-15,-2.89077435676598e-15,5.31520630371258e-16,-3.56178792382322e-16,-1.14248367233835e-15,-1.69944159436814e-15,1.26581393482541e-15,-5.93103491737945e-16,-3.56119212945703e-16,7.6717377422603e-16,1.03199856760033e-15,-2.13406250633394e-16,7.57681791345146e-16,"Asian SEA2a","JN974829"
"JN974838",-6.87544578382329,-0.521530564798996,-1.36021381866342,0.99651650085181,-0.283896796756737,-1.36272946657354,-0.424451241401025,1.57062874124238,1.3957449112306,1.21632098709339,0.746827887104117,-1.69412941385325,0.355185584162446,-0.618151429824687,-0.388117443775745,-0.864508238688398,-0.375324281091568,-0.634238162841919,0.73149398429755,-0.729063587305052,0.710790681270235,-0.117370732690465,-0.466619535960024,0.354829980087747,-0.504875733909059,-0.0947166518029928,0.134476770871622,-0.317374838333276,-0.293649262464683,-0.228734467837386,-0.00560356057700458,-0.521066695029835,-0.0962842390676599,-0.0758267059152819,-0.29992695704917,0.210571706333112,-0.0575205347437853,0.0816062339596289,-0.287747689433451,-0.0144105710013504,0.148323661446234,1.46626292922557e-14,1.94833337443356e-15,1.12270010424901e-15,4.51527605251928e-15,3.09456352393951e-15,-2.03042251235038e-15,-1.79612416789172e-15,3.02399425689533e-16,-9.10602416097625e-16,-1.45347659844924e-15,-6.5309705967916e-16,2.8963813021678e-15,-2.13312506585234e-15,-6.2116033922595e-16,7.40423787609858e-16,1.59014124726243e-15,1.94752362521988e-16,3.06860431846104e-16,"Asian SEA2a","JN974838"
"JN974842",-6.3449556934225,-0.507285763299501,-1.43395074310124,-0.0655966624277333,1.61921886169493,-1.94752930644544,1.38751818153051,-0.256285678078454,-0.408214713861831,1.20236499440485,-0.269726157305422,0.0546082767181376,0.0118758063456884,-0.795893806223764,-0.140686849535078,-0.197900041840708,-0.0951163241875621,-0.747077070411018,-0.256398036350649,0.460023571792351,0.611665151058187,-0.761062587141406,-0.134459118641079,-0.330602589797202,-0.0605344978257954,0.876862566081354,0.413796450696328,0.364653042046514,0.827620306029367,-0.346306840503018,-0.585868499627621,-0.220979230851129,0.231581528962648,-0.240887105148234,0.315643460202585,0.103380352948881,-0.0760607198779113,0.417993261991726,-0.121128288590553,-0.203855720679992,-0.306342539991347,1.33195196409806e-14,2.12527516898319e-15,-4.25581003301708e-15,3.48831975474101e-15,2.3174074067019e-15,4.95334868671853e-16,-1.05160253604593e-15,7.39549741635689e-16,2.18702566763276e-16,-1.05579124158156e-15,-2.88481881152332e-15,2.40371983499039e-15,1.03794944823327e-15,-3.05006985729177e-16,6.71576949657029e-16,8.09949363941864e-16,1.08016188723148e-16,7.89872499688397e-16,"Asian SEA2a","JN974842"
"JN974845",-6.92384798259625,-0.085386206030462,-1.46438768520394,0.366015190748257,1.27968648514733,-1.81732246738519,1.20695760533623,-0.385578489399318,-0.68752593175377,1.29730703272913,0.308830094326552,-0.152080716900305,-0.28324952133319,-0.526739830995964,-0.291210751986493,-0.380886250216875,-0.118049546656744,-0.893004515217562,-0.0545547107565616,0.813088747107754,0.188996073647601,-0.54107352996262,-0.133377896047534,-0.23819261731337,0.066389164048767,0.441065691652981,0.876246576585288,0.457416837203447,0.848043060790935,-0.508349326862689,-0.0425766746765076,0.134127460567663,0.17578885408874,-0.0949781562054744,0.0534272655812208,0.138452511486869,0.124093729677282,0.0116928072764442,-0.0345419307627537,-0.245861232031895,-0.208390220277814,1.43742315143745e-14,3.58244288880371e-15,-4.67173961483732e-16,9.34806798103146e-16,2.51169643601131e-15,-6.70399307184561e-16,-6.87310606090799e-16,8.3669425629039e-16,-3.08653369933673e-16,-1.63865832950977e-15,-2.87094102371551e-15,2.62576443991542e-15,1.32244409829346e-15,-4.16029288191692e-16,9.21377130197689e-16,8.28163960439621e-16,4.41083096110695e-16,1.01191710461343e-15,"Asian SEA2a","JN974845"
"JN974854",-5.33848058793293,-0.303188806261536,-0.734056593293876,-1.65827161234482,-0.650862757710449,1.19903896458998,-4.05258251078392,-0.492394527810605,-0.000654171605329909,-1.5780086924371,-0.4960159083109,0.479760811818865,-0.014478582290347,-0.198031467889983,-0.213151748411339,0.0809181241413181,-0.0686006119883106,-0.219359265122682,0.062868616530062,0.0468889065182933,-0.101914704177617,-0.191495491457669,0.0203100660169082,-0.12499836856061,0.0213494386178676,0.0442198989499625,0.016253523090062,-0.115989459575703,0.0241435461453377,0.0320203743970278,0.00764867515595262,0.0197554822206087,-0.0277951573724331,-0.00331996171553774,0.0176239402364143,-0.0273810888143008,-0.0438146528536575,-0.0610457889200637,0.0205960833669642,0.0114623001554352,-0.0164779614154572,1.65103910211156e-14,5.3394584625329e-15,1.75294670444766e-15,1.06511044826292e-15,5.18736873180683e-16,2.36539767134767e-15,-2.83987086526822e-16,3.0862545697103e-16,9.1192628485788e-16,-1.75912633460613e-15,7.61017358939731e-16,5.79549505461177e-17,9.28879740693074e-16,-6.28681330854204e-16,4.27218827805862e-16,7.17442141878714e-16,1.16902600818258e-17,2.96021055932041e-16,"Asian SEA2a","JN974854"
"JN974870",-5.48108149567463,-0.0883275820668477,-1.17396549744473,-1.73875216142823,-0.925230928219621,1.41682361936729,-4.05166221589879,-0.492545791404337,-0.216891540494455,-1.58951571176603,-0.793812160708588,-0.104182172010693,0.0756170641394036,-0.256270445480754,0.13349420409461,0.174259739508579,-0.20380142166206,-0.25018237648734,-0.0503002006394698,-0.165091698424915,0.00538552125171402,-0.336507253548129,-0.106706714226723,0.0705836771184815,-0.0136661616015565,-0.353626623651477,-0.135687448023737,0.272615472254672,0.227547330189334,0.520032269454865,-0.181391238859154,0.045895211965535,0.274937030120024,-0.283469380707205,-0.235772935820417,-0.409844285674849,0.1465602740066,-0.0164988811881651,-0.352551548528587,0.205834100820316,0.379942949369932,1.53437680322998e-14,4.135323261517e-15,1.63374327360403e-15,2.85166604034122e-16,2.38521951024036e-17,2.12294156366186e-15,-1.26295722350614e-15,1.21867943343792e-15,1.37821619913532e-15,-2.18362706972177e-15,4.22784990008872e-16,1.3127205547426e-15,1.21894920670219e-15,-7.5119607584528e-16,4.18153367084453e-16,1.08743355351176e-15,7.94589453164725e-17,7.07677874922071e-16,"Asian SEA2a","JN974870"
"JN974871",-5.21484227452993,0.0851275216190177,0.158547966934722,-1.86590713400071,-0.656769413613588,0.837159377671747,-4.53218894715654,-0.546813375226284,0.00406844802125808,-0.783226602438306,-0.5087518360262,0.400565924718572,-0.0101933117137652,-0.449993761231874,-0.600010170149895,-0.00173733793978131,-0.0740631310586228,-0.565752789446317,-0.460829377184444,-0.0506470364022234,-0.0270411741557811,0.391510856413134,-0.284958897703499,0.00865323757584787,0.48426254275886,-0.0617603139127119,0.429631457734676,0.326619341692863,-0.0532805047742817,-0.416888278768012,0.225032992683953,-0.279767119613354,-0.0327229122067105,-0.0338847883379434,0.187946257321712,-0.13273733301928,-0.222062750337149,-0.147905823141425,0.0224504739535647,-0.0504289548072977,-0.0418767107233149,1.70598646821312e-14,6.02467423554374e-15,2.47806111740596e-15,1.23164390195669e-15,1.018337234262e-15,2.92050918366025e-15,5.50414905418022e-16,2.6005319964368e-16,1.31300720668317e-16,-1.83848993363207e-15,3.13458702137714e-16,-5.3067351916398e-17,8.59490801654001e-16,-7.48377250696604e-16,4.4836077016933e-16,6.44583755887688e-16,-8.71889780488522e-17,9.3708930546246e-17,"Asian SEA2a","JN974871"
"JN974872",-5.23636297544054,-0.525234076900612,-0.908609050165715,-1.81721938599373,-0.749569186619035,1.11919281435089,-4.11923326588288,-0.214415885615957,-0.207998859719443,-1.47320153019852,-0.523692987602339,0.348140583388832,0.154360383350109,0.00385711917159111,-0.0466339377501653,0.00385905597843353,-0.0758947700776837,-0.308231441011519,-0.42521600576486,0.182193815669778,-0.334200123050721,-0.0312819205763068,-0.11038171957819,-0.0709543340177362,-0.0311475904360244,-0.0874985237191777,0.391285777114734,-0.024555666850232,-0.0618633137961454,0.491851691262479,-0.41437927777961,-0.0479005267737205,0.0145076208731585,0.21482561707494,0.186306960956797,-0.230131490243173,0.979352279172188,-0.075735128416326,-0.682568224256717,0.0480713973348756,0.127092729158379,1.72320359871219e-14,4.72189690508516e-15,1.61416882636951e-15,6.21021238412858e-16,-8.69041907600762e-16,1.97681961272886e-15,-8.25220811031586e-16,3.36381032586659e-16,1.2172376166298e-15,-2.66118254211407e-15,8.92856343113968e-16,3.63266282318036e-16,4.01523803996124e-16,-8.66338447063027e-16,2.4637390543528e-16,5.33561453425173e-16,1.39192435566121e-16,4.44339913128058e-16,"Asian SEA2a","JN974872"
"JN974873",-5.04069113820601,-0.458441644236853,-0.835878160371435,-1.13547418115366,-1.01688496440368,1.23948785099889,-4.2651862639578,-0.832246053935797,-0.0367989922762647,-1.6991209968342,0.182689471003809,0.316913705541893,0.685655051928882,-0.00031330280440526,0.202063806898149,0.017176482508516,-0.230341246226689,0.400575452700574,-0.0887888071734043,0.126096341814087,0.672542425323254,-0.104728596161537,-0.549491719134196,0.208541867102886,-0.0587994761712067,-0.404776310269659,-0.247086714117777,0.0528022228510193,-0.0693964562892671,-0.757257947974292,-0.422172917854069,0.0792941869638941,-0.562561980775112,0.00876237746734588,0.380564560579126,-0.212701035718522,0.196002732091668,0.164156498720122,0.161826907722709,-0.145758612478995,0.451023156196368,1.7601098406636e-14,6.63009272865964e-15,3.14766437913301e-15,1.23164390195669e-15,9.62826083030746e-16,1.14415234426e-15,-3.89371537692413e-16,-1.4240264678294e-16,-1.74010611103601e-16,-2.92851316536735e-16,8.40814638834664e-16,1.48736709475101e-15,8.73368589461816e-16,-5.64496562243062e-16,6.44709783606455e-16,6.14226095058094e-16,3.25069417935475e-17,5.70974726874365e-16,"Asian SEA2a","JN974873"
"JQ970480",-6.63295600532933,-0.0585057631288588,-1.3598792185269,0.470171246721201,1.20360942302218,-1.80073359359152,1.31679777158344,-0.138624429783397,-0.659030006579321,1.37645155980861,0.425028010311202,-0.161005725315645,-0.533078528823432,-0.344838978907374,-0.0529929480337189,-0.466717048928294,-0.0962586060405888,-0.9690623890226,-0.0931799852041676,0.504003648677502,0.266308619436315,-0.892253542716924,-0.00743709627710856,-0.828716051081969,0.00905681596336157,0.236939480276436,1.10585336475544,0.590213024325068,1.07267008040431,-0.693060315659123,0.0566196795758457,-0.01123442316769,0.074721273174457,-0.0492929208062839,0.0191368654202352,0.0544768757305522,0.163671562939594,0.0799703938939707,-0.0122137781568927,-0.173706784125622,-0.165806798639941,1.43742315143745e-14,4.63715476219761e-15,-3.56151659021216e-16,1.04582910056566e-15,3.39987485571143e-15,-2.26310097334498e-16,-1.18691096717212e-15,1.11425001244668e-15,-5.58453550474334e-16,-1.8607029344348e-15,-3.31503023356557e-15,2.68127559114668e-15,1.84980003499041e-15,-4.16029288191692e-16,9.21377130197689e-16,6.06119355514589e-16,4.41083096110695e-16,1.01191710461343e-15,"Asian SEA2a","JQ970480"
"KT221107",-6.65436104968348,-0.228539607083089,-1.41370946175385,0.158522831382944,1.45597349880282,-1.73914106357066,1.2092446642798,-0.354403884056524,-0.773639775240337,1.33375408580552,-0.141709544094711,-0.431452136400944,-0.68594398880286,-0.336476864072071,0.648807703182893,-0.391559428442746,-0.0604577578999815,-0.931943812587734,0.0409908679710316,0.657928193895536,0.364710476429994,0.276452199692261,0.10626998604643,-0.228239235673864,0.701420995622273,-0.0720704261873814,0.201201121338518,-0.309003827741119,0.321372623162347,-0.483730501483644,0.214226421844081,-0.327523891543874,0.126246796431818,0.649640436937464,-0.13091381659583,0.0727097733512655,-0.0107882585195658,0.00404615221429243,-0.0447480889395796,-0.256928162790366,0.0442488842043187,1.74273448320937e-14,4.87307715493046e-15,2.23899466104009e-15,-6.88894375411146e-16,1.70678474315807e-15,-5.87132580337674e-16,-6.50881413095286e-16,8.08938680674761e-16,-8.36009306630623e-16,-1.74968063197228e-15,-3.09298562864054e-15,2.1261640788341e-15,1.70587710244862e-16,-5.27051590654208e-16,5.88310222810142e-16,6.06119355514589e-16,-3.00611373936809e-18,9.00894802150912e-16,"Asian SEA2a","KT221107"
"KT894558",-5.27857203352512,-1.0877621810908,-1.87674257012212,0.228198060959181,0.985465088507523,-1.78394778905984,1.39848677610345,0.0925218625581023,0.475962979615295,1.1974766579011,-0.130091826842321,-0.770180497593857,-0.70828191203537,-0.716229794201764,-0.662326685095128,-0.436802324303229,-0.40983928302617,-0.433181670135599,-1.20331016693583,-0.464761529702103,-0.0986565092985364,-1.87440721271473,-0.328781385703494,-0.385327091980801,0.449590414720755,0.109000000580537,-0.0951385738410589,-0.642058049228476,0.7594692816619,0.174203810563462,-0.369224528141352,0.210761156277858,-0.598098855231903,0.543173421819601,-0.435256013607222,-0.467362668620311,-0.363436177901095,0.147383224260046,0.255696608197666,0.181144826727227,-0.178068830419564,1.299209058489e-14,2.20854189583008e-15,-5.7277229023834e-15,5.58386571372099e-15,2.03985165054562e-15,-4.26549240946706e-18,-1.60844877183448e-15,-4.62613627216239e-16,4.58094406448075e-16,-1.55951157091832e-15,-3.13722107727795e-15,2.12963352578605e-15,-7.73101860686521e-16,-5.89501635789373e-16,8.73943285151448e-16,5.679554390431e-16,1.70032552989318e-16,1.36970382153364e-15,"Asian SEA2a","KT894558"
"KT894572",-5.64250140869668,-0.789334261903271,-1.88648985853838,0.345321822318902,1.00591138695539,-1.76594087710686,1.60579822122344,0.617170915919961,0.0145105796395719,1.08118611127051,-0.884472768268519,-0.75533826542699,0.0926781640520575,-1.35345370454137,-1.0430672490387,-0.865338979308564,-0.994752710387782,-0.415697152454916,-1.46052555636096,-0.390546483080493,0.25912517439131,-1.42376175854353,-0.114453959848244,0.186129299614148,0.76659943119575,0.566804805589754,-0.293841463435067,-0.410598603084796,0.537158524731405,0.149333435538994,-0.194247862362457,0.515175893006315,-0.634909307958691,0.325600142729808,-0.237451348598458,-0.599521272729807,-0.438812169929116,0.0667822778778608,0.146379074294336,-0.181691514228323,-0.170012206294817,1.31586240385838e-14,1.37587462736121e-15,-6.4910012318132e-15,5.58386571372099e-15,4.85539416070396e-16,2.45534688131193e-16,-1.81141141852377e-15,-4.20980263792795e-16,4.16461043024632e-16,-1.94808962953713e-15,-2.47108726250285e-15,1.68554431593599e-15,-1.34209116080691e-15,-5.33990484558115e-16,1.207010192539e-15,9.91227967181441e-16,2.81054855451834e-16,1.64725957768993e-15,"Asian SEA2a","KT894572"
"KT894573",-5.19133341514874,-0.971475543142914,-1.81570150066077,0.34312648792035,0.721673178392051,-1.63584955302514,1.73260824483922,0.20517226668371,-0.621469548991801,1.51290542290271,-0.428488392965941,0.670681561747457,-0.243298576998787,-1.35647940611653,-0.0644054095446917,0.35545083714079,-1.03687627927076,-0.546383927117621,-0.6035772337755,0.304303330965826,0.257015089238185,-0.375141107302956,0.70026768408267,-0.131126069357889,0.427649036154183,0.395406575981514,-0.0791012090985404,-0.143777474966556,0.0451624387976375,-0.393956143105582,-0.0166389787888333,0.566231265417466,1.09927271759873,0.0771250042979962,-0.0495498771067655,-0.775160928957704,-0.40396962778453,0.0870385016599496,-0.288615548337648,0.129767945722892,-0.0904347611153398,1.23814679213462e-14,-8.44571421889101e-16,-4.31218854598633e-15,-1.06359464622214e-15,1.7345403187737e-15,4.39823717440596e-16,-8.19149590265037e-16,2.5488663270795e-15,1.30463946272476e-15,-1.55951157091832e-15,-2.02699805265279e-15,1.51901086224222e-15,7.39577010365255e-16,-5.89501635789373e-16,7.62920982688933e-16,7.83061150064224e-16,2.81054855451834e-16,1.0366369141461e-15,"Asian SEA2a","KT894573"
"KT894577",-8.27426858826764,-1.44859332860148,-1.70792008907191,-1.14124949531096,1.89608104259679,-1.98321771201175,1.18272112230064,-0.796421128230039,1.09117570136824,1.30943883227236,0.297902278739874,0.788421224843163,0.0200279444400723,0.461773590678933,0.512417497789481,0.189110434535372,0.0588995867515439,0.53329692693785,0.274849482194662,0.0392261299205887,0.360916278996447,0.942584769133128,0.0461155891552385,-0.0598049245651132,0.854406953670885,-0.285512408280714,0.488547069443305,0.203868125145367,0.0994134820292067,0.0339629637131904,0.692487078370338,1.02672592902839,0.0279751687555387,0.831384556939803,0.174314294827862,-0.188048974568491,-0.259844658080267,-0.469092025199646,-0.484533071891739,0.242874982528818,-0.115201458317762,1.54025945310819e-14,2.02976914304081e-15,1.78898747019176e-16,-1.7127834090154e-15,4.26553505001529e-15,1.20840291594353e-15,-1.29829820581927e-15,1.00336541583695e-15,-5.78223397307354e-16,-2.68291811900575e-15,-1.22759680890245e-15,3.22124363894024e-16,2.39563776730922e-16,-1.24429763264583e-15,1.04472953038232e-15,8.06484515723346e-16,6.74772169066732e-16,9.79726396270178e-16,"Asian SEA2a","KT894577"
"KT894578",-8.44742850674125,-1.67316460560385,-1.57108977539312,-1.10158179662649,2.06293637838164,-1.8143761470667,1.03506913112954,-0.85139259459672,1.19111504712601,1.20601046854521,0.415504056722857,0.79565617235697,-0.173088154789953,0.492229914587329,0.842123303904234,0.298749219234976,0.241303133735448,0.793983739720183,0.232029816595621,0.2211516114867,0.230886702691616,0.642462447828488,-0.0412857966803774,0.147467149092511,0.916450543886314,-0.224429305355093,0.562365008521152,0.128198567919147,0.356523864308859,0.0925198350868301,0.687066809729504,0.811677531962633,0.139664678844804,0.818871221930296,0.141955382463182,-0.0942596351539977,-0.239065865418066,-0.47205759282434,-0.467062148831123,0.281179065536392,-0.0848714807668009,1.54025945310819e-14,2.08528029427207e-15,5.9523238125361e-16,-1.75441677243885e-15,4.23777947439966e-15,1.25003627936698e-15,-1.393707996998e-15,8.64587537758805e-16,-3.83934367997951e-16,-2.73842927023701e-15,-1.44964141382748e-15,4.45686077377345e-17,1.7017483769185e-16,-1.35531993510834e-15,9.33707227919804e-16,8.13423409627254e-16,4.527275641417e-16,1.09074869873269e-15,"Asian SEA2a","KT894578"
"KX148264",-8.11676421474912,-1.2810213034126,-1.97454607459226,-0.254741118463993,0.40268266260406,-1.83696135174777,1.05174564354223,-0.633721875143544,1.02193872023929,0.762658731974922,-0.356445676825818,0.0963760877471978,-0.300883511590291,-0.343614032028514,0.417232202272895,0.273395938640462,0.0476367778356519,-0.282449934007633,-0.279044588569011,0.382485102722573,-0.550521289708918,0.179671926706636,-0.69227892055764,-0.206801611158953,-0.0747081741968255,-0.15917787073611,-0.173236307705976,0.175054569582324,-0.141366750107192,0.15889682097353,0.123928850649955,0.346798408478291,0.0761202401586791,0.0677844771489283,-0.0527633587085275,0.147860329399026,-0.0664691465112295,-0.0525328321380698,0.238403212649526,-0.324860955451799,-0.15563277601957,1.73306765888259e-14,5.73652895892396e-15,9.33948701439647e-16,2.71222520251676e-15,2.47022666918337e-15,-8.98062184837735e-16,8.02117263647381e-17,1.25744515452491e-16,-9.10507239916151e-16,-1.72608986987989e-15,-1.61355060897994e-15,2.30327345614667e-15,7.84071068669139e-16,-5.45351198446796e-16,1.11522202990063e-15,1.01184525433452e-15,-8.5284847594298e-17,1.00431350292007e-15,"Asian SEA2a","KX148264"
"KY451767",-6.52819036874865,-0.846907033804725,-2.42344200967583,0.337631815154705,1.91143364529964,-1.77429949945693,1.9809808974176,-0.32660188301806,-0.517110928904785,0.501592923038884,-0.514389812594523,-0.151533630014219,-0.0339195857078438,-0.663612504502054,-0.0999858015368888,-0.368063696632643,0.231686014836576,-0.632302329238356,-0.196501369699945,0.268608650333394,0.877911154678306,-1.0598187321745,0.328136457275452,-0.371967891711796,-0.874963219758619,0.731673290038712,0.117022605654542,0.0787411886893592,0.574803543543543,-0.3187867139048,-0.400485747837077,-0.200108427316986,0.394422412217205,-0.193299762339157,0.303106016704933,0.307833989188574,0.0737395601408687,-0.290597986525187,-0.241046534960415,-0.305049730820893,0.0940476623775973,1.39823573483173e-14,3.75435070315006e-15,-1.5240091638227e-15,1.39564746979868e-15,9.45231894782677e-16,3.13378948977554e-17,-1.49847704646845e-15,-5.49802056845981e-17,-5.17520672858165e-16,-2.53125844718397e-15,-3.14612950527597e-15,2.18596771082461e-15,1.98339087761346e-15,-3.80827130375057e-16,3.79940786507205e-16,1.0696675421911e-15,1.6614171412207e-16,6.47599133449711e-16,"Asian SEA2a","KY451767"
"MG201879",-8.01697229414489,-0.82627189224928,-2.0621373010536,-0.919967782051144,1.92089257830477,-2.35747623136492,1.55293718156938,-1.02860551967241,1.06464856666638,0.453598102389762,-0.532547909921033,0.824371076696438,0.0914717516734663,0.854315517276123,0.25991724113231,0.0453202884574014,-0.0954942254970052,0.639385734230734,-0.13275811745356,0.0679842368739502,0.0120143644770147,0.220729455010115,0.307201133980199,0.0147371827728753,0.0947706665879353,0.0752756864498621,-0.293606563892749,0.25778088415219,-0.101303517113876,-0.0089400002979095,0.115593462319235,-0.173619515456353,-0.117768734115818,-0.193570654877223,0.132655315312983,0.0544957350143783,0.305591396814281,0.0192550825342333,-0.0752507178368288,0.32132425568993,-0.142014453926759,1.62332560255316e-14,2.53056212651187e-15,-7.73681281726588e-16,2.83566154499579e-15,2.57244493746193e-15,-4.01420469762942e-16,-3.07744686581367e-15,6.9068150929213e-16,-3.11943343744914e-16,-2.7239009611257e-15,-1.0218152365647e-15,1.28923270175109e-15,4.5293476427607e-16,-4.04799890490302e-16,7.01145861921663e-16,1.30901222267038e-15,2.28731395306195e-16,8.68012914922703e-16,"Asian SEA2a","MG201879"
"MG201880",-7.69722582008878,-0.932564943097987,-1.38789627946826,-0.793365535920107,1.16558957853985,-3.0164859967542,1.34129225201769,-0.469113964286014,0.892023213250859,0.738489949076261,-0.60371212864889,0.365310394101653,-0.255862345844021,0.175763401226058,0.772598234680873,0.307630327851461,0.004613669113836,0.644162847706498,-0.15356417989586,0.37919212098057,-0.114400455737993,0.465656006956713,-0.0302745384437191,0.14712103344551,-0.118337469697929,0.146700469458457,-0.132373894977138,-0.227259934064104,-0.388695236552219,-0.0734311942478318,0.0173846581104668,0.199550470936682,0.215456600008149,0.376124327248917,-0.389896748302358,-0.11970524640435,-0.0447457654476097,0.464556461283189,0.135691401617255,0.226712006683031,-0.0145844860289853,1.67403915917117e-14,3.46720438332209e-15,-1.4608486186479e-15,2.97790887002588e-15,3.01653414731199e-15,-9.28776406459891e-16,-1.77187771476094e-15,1.99389252061971e-15,-5.4786573647776e-16,-8.83034092462565e-16,-1.15430474204243e-15,2.52001900795664e-15,2.22216541971154e-16,-6.80512502953366e-16,9.26388863255526e-16,1.18964156347972e-15,-3.72155047469695e-18,1.01569480334238e-15,"Asian SEA2a","MG201880"
"MG201884",-8.13120681678803,-0.913074218205115,-1.54749155812498,-0.924254047098571,1.85112596815581,-2.3963421209564,1.05905135713122,-1.22310309977275,1.06779160227474,1.18247181491852,-0.0789654821566314,0.697784636833141,-0.433668367373556,0.809571411125402,0.545504756680032,-0.083911480207117,0.532457424470517,0.828295907097373,0.0957396245591212,0.219431035010769,-0.433827441451233,0.0550245579105421,-0.183737520532914,0.399399104702972,0.319291665984412,0.135719372152469,0.286891852573194,0.184276771479087,-0.0330640658038613,0.0783504222323034,0.0567988887112765,-0.195340244330077,-0.132650316787785,0.0469554871838638,0.157258779089548,0.0929437653749644,0.0962907354622561,0.0353778154781555,0.0639167079180411,0.0565746878875391,0.0351061811238683,1.66793510094008e-14,3.66734810436292e-15,-7.09014335214843e-17,2.65871975044615e-15,3.21082317662139e-15,-1.16469879919274e-15,-2.22464054199089e-15,6.70298508449403e-16,-5.22712246076096e-16,-2.18331775792443e-15,-1.00555220397742e-15,9.3274702743786e-16,3.22830503577809e-16,-6.8918612033325e-16,7.11662622994772e-16,1.03546801455228e-15,1.19660656754153e-16,8.68704093807662e-16,"Asian SEA2a","MG201884"
"MG201919",-7.93593787119896,-1.28027592551107,-1.54404975723926,-0.629392894893325,1.98029760241066,-2.20985926857664,1.09470372377398,-1.11946199674096,0.928712457909186,1.20947389400855,-0.629238052525894,0.627519435538839,-0.353409566020842,0.365929103745567,0.347700753792759,0.027694023347101,0.641741501495163,1.08868054747621,-0.0960727307396079,0.174275837367645,-0.124646629830924,0.167331764152681,-0.0415658504041063,0.38829305026566,0.140526284296072,0.150361174628418,0.505385359918245,0.0949435227715484,0.0759447244424423,-0.0558531836386923,0.08083097819856,-0.330776790716874,-0.0525346666355328,0.0137400282948471,0.130914185923622,0.0146984230463677,0.11617019520305,0.0216471149690047,0.0776733568442937,0.00512932011409738,-0.0183409478701222,1.72812813482386e-14,4.21277776363329e-15,1.79503022316403e-16,3.06919839351538e-15,2.79396787517064e-15,-6.63055234329713e-16,-2.08142175491482e-15,8.58569813057157e-16,-4.18291649680533e-16,-2.34982211903057e-15,-1.30011020733389e-15,9.00275112383743e-16,2.94123722560208e-16,-7.73165383308632e-16,6.21528646815668e-16,1.0684847922434e-15,7.82066784340989e-17,9.12264179059294e-16,"Asian SEA2a","MG201919"
"MG201921",-6.93764037857844,-1.03006984005031,-0.91895746247056,-0.0432288419122689,1.29777080567241,-1.89612060073363,1.67274576315867,-1.0835804520137,0.986496204559065,1.23383748145769,-0.3012129927999,0.481301880663847,-0.448444955020215,0.67978566850098,1.04246589571366,-0.652093922375163,-0.608880271111069,0.960017541951548,0.211007766420131,0.24989120663367,0.190753715838901,0.615897777417041,-0.384110619833399,-0.242053305550549,0.558667349681974,0.352597713745795,0.326967852311662,0.0430006622352278,-0.643440298395966,-0.343306088563865,-0.319106483668169,0.040344054614124,-0.0148654983161324,-0.405405773105721,0.0462942681619173,-0.0270887276393016,0.0624681699504695,0.22421828621084,-0.253354305829798,0.0785611039504572,-0.0129296289318653,1.51805499261568e-14,1.48853541853605e-15,-1.528069153342e-15,1.63176345266788e-15,3.54389008400894e-15,-2.06675500670068e-15,-1.56024145069177e-15,1.07275435487602e-15,-5.50467821691725e-16,-1.05921694549146e-15,-7.5740420853853e-17,1.37683623728792e-15,1.216025803645e-16,-1.34074608020671e-16,6.00640320532257e-16,9.7301796941712e-16,1.19660656754153e-16,6.46659488882631e-16,"Asian SEA2a","MG201921"
