acc	CpGpos1	CpGpos2	CpGbridge
KR906790	0.28	0.11861874290784245	0.09691220286421404
KT119634	0.28	0.13013840070078594	0.12460709301150288
KT119635	0.27999999999999997	0.13098595303208932	0.12452408423074629
KT119637	0.28	0.13013840070078594	0.12460709301150288
KT119641	0.2692307692307693	0.13013879834112657	0.12459160617536032
KT119643	0.27999999999999997	0.13013927733115854	0.12462556700580024
KT119645	0.28	0.130137889335489	0.12633091697318924
KT119647	0.28	0.12358556870942107	0.12454583139502509
KT119648	0.28	0.1301401215404467	0.13312908393119224
KT119650	0.2800000000000001	0.1301397506228093	0.12465939792608338
KT119651	0.28	0.13013879834112657	0.12459160617536032
KT119652	0.2692307692307692	0.12358535196984238	0.12285135669244648
KT119657	0.25	0.12880109912280074	0.12452721932763464
KT119659	0.28	0.12358624718759847	0.12459828021980494
KT119663	0.27999999999999997	0.12359282638027641	0.12055444877962679
KT119668	0.28	0.12358646381655558	0.12458282613341798
KT119671	0.28	0.12358604454633057	0.12461373011857597
KT119674	0.27999999999999997	0.11704028067038429	0.12456736786400473
KT119691	0.28	0.12487462511873208	0.12458282613341798
KT119694	0.28	0.12358666906697134	0.1246166393316968
KT119695	0.28	0.11781133656970796	0.12457984575744677
KT119697	0.28	0.12358666906697134	0.1246166393316968
KT119698	0.28	0.11444976523972412	0.12364758271214592
KT119699	0.28	0.11444976523972412	0.12364758271214592
KT119700	0.2800000000000001	0.11781239493478549	0.12572973807549465
KT119706	0.28	0.11704066601870589	0.1299208575699692
KT119710	0.28	0.12232461077038977	0.12463206444169438
KT119716	0.28	0.12358666906697134	0.13310868734695333
KT119717	0.28	0.12232410268722546	0.12461373011857597
KT119719	0.28	0.13013187611908503	0.12461373011857597
KT119724	0.28	0.12359060341497906	0.12625946072797736
KT119725	0.28	0.12358666906697134	0.1246166393316968
KT119731	0.28	0.12358604454633057	0.12294462367486444
KT119734	0.28	0.12358666906697134	0.1246166393316968
KT119735	0.28	0.12358707383435609	0.1246349236890607
KT119737	0.28	0.12358707383435609	0.1246349236890607
KT119738	0.28	0.1223253421505776	0.1246349236890607
KT119739	0.2692307692307692	0.12358604454633057	0.12461373011857597
KT119740	0.28	0.12358666906697134	0.1246166393316968
KT119743	0.28	0.12358666906697134	0.1246166393316968
KT119750	0.28	0.12358707383435609	0.1246349236890607
KT119776	0.25	0.11175161217936001	0.1156896079915636
KT119780	0.2272727272727273	0.09328859227353796	0.15690354613599486
KT119781	0.22727272727272727	0.09328724850157256	0.1568682494976951
KT336432	0.27999999999999997	0.09766439104295821	0.1223409078216605
KT336433	0.3076923076923077	0.10232791498204183	0.14615491680899217
KT336434	0.28	0.10809035406762484	0.12300536263107209
KT336435	0.26923076923076916	0.11866180056514498	0.11210698331113803
KT336436	0.3076923076923077	0.0987006959589555	0.13241913175520173
KT336437	0.28	0.13017714386321047	0.11569662663021262
KX148203	0.28	0.09825995601685343	0.12827780491586008
KX148204	0.28	0.10911987933791355	0.12043659813659789
KX148205	0.32000000000000006	0.12838619215209876	0.10462011621543163
KX148206	0.2692307692307692	0.11099649786934271	0.10539090298703183
KY210223	0.2692307692307693	0.11903289540529487	0.09988067617310491
KY210227	0.2692307692307692	0.11255286980370371	0.0960091612498349
KY210234	0.28	0.11693228183771665	0.10633118024839872
KY210239	0.2916666666666667	0.1259252859900084	0.1191778594656015
KY210244	0.2916666666666667	0.10895604857260548	0.11915479775174954
KY210245	0.27999999999999997	0.11861780297219822	0.09692361174449264
KY210249	0.29166666666666663	0.11227328159430866	0.12025661344048201
KY210253	0.2692307692307692	0.113279791597317	0.09595742003610697
KY210260	0.29166666666666663	0.11693276139885009	0.11916531376961702
KY210263	0.2692307692307692	0.11861973662343649	0.09748172456833631
KY210264	0.2692307692307692	0.11906274113362049	0.09600916124983491
KY210266	0.2692307692307692	0.1132790548499846	0.09596980192084699
KY210271	0.2916666666666667	0.11693155476164317	0.11919907900276282
KY210278	0.29166666666666663	0.11616940632833637	0.11910952033510376
KY210280	0.25925925925925924	0.1190457667715987	0.09995015880168183
KY210287	0.2800000000000001	0.11499262680889322	0.12014573617656094
KY210288	0.28	0.11616900860766899	0.10629420346641255
KY210289	0.29166666666666663	0.11693204870899969	0.11918844606203591
KY210294	0.2692307692307692	0.11906003717826465	0.09598861098864311
KY210295	0.2916666666666667	0.11616880230748547	0.1191325740686997
KY210300	0.28	0.11038343416962901	0.10631856005430748
KY210307	0.2916666666666667	0.11693252834584134	0.1191778594656015
MN726804	0.2962962962962963	0.1288182929782641	0.12125067400996527
MN726818	0.2916666666666667	0.11616589013618692	0.11908720844641496
MT454635	0.28	0.09766634698500258	0.12232663202164248
MT454636	0.28	0.09766634698500258	0.12232663202164248
MT454637	0.28	0.09769691469307629	0.12240212652670372
MT454643	0.30769230769230776	0.13478115815734287	0.11954152793712687
MT454644	0.28	0.1258910896954379	0.09983877300597989
JQ685938	0.2222222222222222	0.09879012701282357	0.1478131611164981
JQ685968	0.2105263157894737	0.0907573525157231	0.14129726681890342
NC_031988_gannoruwa_outgroup	0.25	0.10367218024659444	0.15382710779303824
