acc	CpGpos1	CpGpos2	CpGbridge
GU647092	0.30434782608695654	0.09468476692095797	0.1316149087537935
KF726852	0.30434782608695654	0.0860218251086504	0.13697722375700522
KP319185	0.30434782608695654	0.09468610607484716	0.13177989398101206
KP319186	0.3043478260869566	0.09359333111248495	0.13642362043832143
KP319187	0.3043478260869566	0.0872948351323975	0.13177009546158738
KP319188	0.3043478260869565	0.09359492183222633	0.13649549193416685
KP319190	0.30434782608695654	0.09468324812115458	0.13153934647656723
KP319191	0.30434782608695654	0.09468636335342093	0.13159967314820356
KP319193	0.3043478260869565	0.08664943720783587	0.13113786934690352
KP319194	0.3043478260869566	0.08665383824711122	0.13558693481824616
KP319195	0.3043478260869565	0.08665436121055957	0.13691740518863835
KP319196	0.30434782608695654	0.08665059888893635	0.13659626034969166
KP319199	0.2916666666666667	0.09360080258911739	0.1298715376801514
KP319201	0.2916666666666667	0.09359909662832061	0.12057498428148906
KP319203	0.3043478260869565	0.08565463628762501	0.12761548430883843
KP319204	0.30434782608695654	0.08564905777116139	0.13134320255935172
KP319205	0.3043478260869566	0.09722970100357956	0.13192332204071075
KP319206	0.3043478260869566	0.08728379825909996	0.12227109219762897
KP319207	0.30434782608695654	0.09468560347439134	0.12228518262183326
AB519642	0.25	0.08438539189252776	0.11602199347053069
AF070449	0.25	0.10453544188638927	0.09758639183061725
AF351847	0.26086956521739124	0.10157337720405786	0.13533793947378672
AF351852	0.25	0.11013475425403114	0.09920484422431604
AY854587	0.19999999999999998	0.09684085376446568	0.13416404494340187
AY854592	0.21739130434782608	0.1120458013430941	0.0876725015146091
AY854594	0.21739130434782603	0.1006467495705183	0.09213937623355738
AY877433	0.24	0.11260875045892667	0.10989089816892353
AY877434	0.25	0.10301318883732387	0.09939298266898773
AY877435	0.25	0.09192667210496105	0.09699930646710984
GU592648	0.25	0.07290954980737181	0.1075812669619168
KF656696	0.21739130434782608	0.079428854677965	0.08772049139281685
KF864234	0.25	0.11155321344523933	0.09756318877658023
KF864322	0.29166666666666674	0.11157823248631177	0.10203988411652416
KF864397	0.2608695652173913	0.11235417194375862	0.08116124989334067
KM594040	0.25	0.1133222451252064	0.11941076535300321
KM594041	0.29166666666666674	0.07011656307744141	0.08077046363549081
KM594042	0.25	0.11333342250928005	0.11223211429953496
KP202393	0.2608695652173913	0.09194066712852467	0.09678940473558036
KT023101	0.30434782608695654	0.07011276171475454	0.09720928889330346
MN968374	0.21739130434782605	0.09366037189631692	0.110649034183912
MN968375	0.21739130434782608	0.09366506947996223	0.11066985099567742
MN968377	0.21739130434782605	0.09363090038836079	0.11059998320041062
MN968386	0.21739130434782605	0.0936355568347897	0.11062079009117963
MT891038	0.2608695652173913	0.10692312753875187	0.09974294366080491
MW249020	0.25	0.10301244224698775	0.1041947735065734
AB284509	0.2727272727272727	0.09547645069807002	0.15828763265252274
AB284511	0.2727272727272727	0.0954773677232193	0.1503453953959028
AB284512	0.2727272727272727	0.10289898678260591	0.15810501880383573
AB284513	0.22727272727272727	0.09546348999473347	0.15817745968026037
AB284514	0.2727272727272727	0.10289898678260591	0.15810501880383573
EU853582	0.26086956521739124	0.0852148375170466	0.14156848177049766
EU853584	0.2727272727272727	0.09303015107870452	0.17879989823338666
EU853586	0.2727272727272727	0.08098132024823931	0.17880035913113343
EU853587	0.27272727272727265	0.09264856635931686	0.159504069852368
EU853590	0.2857142857142857	0.09264617766711628	0.1595066049748486
HM179504	0.2727272727272727	0.10350064891131121	0.15088559879840566
HM179505	0.27272727272727265	0.10342556331648368	0.16645224629486702
HM179506	0.23809523809523808	0.09533941873218986	0.14694035904370698
KF155002	0.2857142857142857	0.08520579337594095	0.1634009381807455
KR534217	0.2272727272727272	0.07814289518947488	0.17279814717584582
KR534218	0.22727272727272724	0.07817013735098266	0.1655572841571628
KR534219	0.2727272727272727	0.09839416691819104	0.15044566649809776
KR534228	0.2727272727272727	0.1058954284553266	0.15046007832444763
KR534229	0.2727272727272727	0.077765788833175	0.1727895919567723
KR534230	0.2727272727272727	0.11257592811492123	0.16019469003209694
KR534233	0.2727272727272727	0.0778138365624412	0.16555532026625727
KR534238	0.2727272727272727	0.10590080308775207	0.14604604383838402
KR534244	0.2727272727272727	0.07778799691993012	0.1750118029674033
KR534250	0.2727272727272727	0.07778113694625816	0.1766698026132154
KR534251	0.2727272727272727	0.10591943901148508	0.15044305737079622
KR534252	0.22727272727272727	0.11808573651884471	0.15501134622644325
KR534253	0.2727272727272727	0.07036086816783868	0.16555956139149972
KR906735	0.2727272727272727	0.09306413851608246	0.16488281530245288
KR906736	0.2727272727272727	0.09306182539407785	0.1648849549554055
KR906739	0.2727272727272727	0.0937429683609303	0.16943173898066977
KR906741	0.2727272727272727	0.07777333308383844	0.16538105724771368
KR906742	0.27272727272727265	0.08518804027063617	0.16340409982124918
KR906744	0.27272727272727276	0.09374574004051714	0.16002074933962945
KR906745	0.2727272727272727	0.07033880874419492	0.16555992368532435
KR906746	0.2727272727272727	0.11205920069379441	0.1446671593561379
KR906747	0.2727272727272727	0.11205950207116024	0.1491509930410141
KR906748	0.3181818181818182	0.07735351062355243	0.15955099254455563
KR906749	0.2727272727272727	0.0852207361553978	0.1653785433827482
KR906751	0.2857142857142857	0.11205274076886483	0.1492379003111307
KR906756	0.2727272727272727	0.07776225623770522	0.16573867390056227
KR906757	0.2857142857142857	0.09374138087614026	0.1492379003111307
KR906759	0.2727272727272727	0.10590502423771773	0.15037113048807313
KR906762	0.27272727272727276	0.08518527409664885	0.16714757047073692
KR906763	0.2727272727272727	0.0930570487824982	0.1665354338804467
KR906765	0.2727272727272727	0.0930663919086387	0.1648806561565448
KR906766	0.2727272727272727	0.09305942064976995	0.16497418402709216
KR906767	0.2727272727272727	0.07776944494686727	0.15620402581170176
KR906770	0.2727272727272727	0.1200529037979083	0.15992620562480578
KR906773	0.2727272727272727	0.07035651837159161	0.16998843153109866
KR906780	0.2727272727272727	0.07035651837159161	0.16564928939007284
KR906784	0.27272727272727265	0.1275199173293427	0.15992468949401306
KR906790	0.27272727272727265	0.1302540419788409	0.1551779848459819
KR906792	0.27272727272727265	0.0777747704411292	0.17685841438471003
KT336432	0.2727272727272727	0.10341495989164894	0.16274960748083875
KT336433	0.27272727272727265	0.09604409361785757	0.1468607097528808
KT336434	0.2727272727272727	0.11073322390239088	0.17488490402505363
KT336435	0.2727272727272727	0.09890092657615569	0.1596101485707398
KT336436	0.2727272727272727	0.10346974731414132	0.1695916661223284
KT336437	0.2727272727272727	0.09817524072407877	0.1567218927045115
KX148203	0.2727272727272727	0.11535933380878706	0.15615541562396285
KX148204	0.2727272727272727	0.10058511295524467	0.12778388111750477
KX148206	0.2727272727272727	0.09665380323177979	0.15995775248703673
KX148208	0.3181818181818182	0.10454095339800176	0.14968792820442717
KY210224	0.27272727272727276	0.07777789218143119	0.17676438622549617
KY210243	0.2727272727272727	0.07779174259286475	0.1750108828711789
KY210247	0.2727272727272727	0.08981357935009412	0.1750108828711789
KY210249	0.27272727272727265	0.07778450507487164	0.17944796853418463
KY210253	0.27272727272727265	0.11260916840288927	0.15042869741694342
KY210263	0.2727272727272727	0.13026250416088023	0.15509172667228088
KY210264	0.27272727272727265	0.11259552302845241	0.15052363254034162
KY210279	0.28571428571428564	0.12005561608437251	0.16767837709932806
KY210287	0.27272727272727265	0.07035179126365701	0.16565127389780418
KY210304	0.2727272727272727	0.12004969927216291	0.16001623032766524
KY563717	0.27272727272727276	0.10990572817790042	0.1655959765120661
LC029890	0.3181818181818181	0.10405154609293825	0.14955547707855787
MN726804	0.28571428571428575	0.08518527409664885	0.1634133811999826
MN726826	0.2727272727272727	0.08518243552733154	0.1727810708896149
MN726827	0.27272727272727265	0.08516192034703854	0.18223333442871922
MT454631	0.27272727272727265	0.10341151237107718	0.1628372725407967
MT454635	0.2727272727272727	0.1034223211750605	0.16265219382735654
MT454637	0.27272727272727265	0.10340818698665444	0.16292443686817915
MT454641	0.2727272727272727	0.10341852990876099	0.16266143690368784
MT454643	0.23809523809523805	0.10709790793601588	0.12745986028607617
MT454644	0.2727272727272727	0.09376034328804127	0.15854055760734753
MT454645	0.2380952380952381	0.10710458817437962	0.1273893386134107
AF351828	0.3043478260869566	0.09945427703218075	0.1359552907808399
AF351831	0.2608695652173913	0.11642766843126863	0.12816947479056798
AF351832	0.30434782608695654	0.1067282840623819	0.12444702727435338
AF351833	0.26086956521739135	0.07402084443598451	0.12766311238729441
AF351855	0.26086956521739124	0.08247728206465124	0.1455965631858568
AF351861	0.2608695652173913	0.08123289479757326	0.14607557588484274
AF351862	0.26086956521739135	0.08214469709159274	0.1276837808755161
AY039227	0.2608695652173913	0.08986514142978423	0.11873077410006283
AY039228	0.2608695652173913	0.07487867123849923	0.13609351742084175
AY039229	0.2608695652173913	0.09405190643305623	0.12940456878630222
GU644652	0.2608695652173913	0.07436171167016437	0.15387845053164628
GU644654	0.2608695652173913	0.07488996682070308	0.1266538807136904
GU644655	0.2608695652173913	0.07487867123849923	0.13609351742084175
GU644656	0.26086956521739135	0.07487245765594178	0.12660525058598607
GU644657	0.22727272727272727	0.0816267877951554	0.13184012926500194
GU644658	0.22727272727272727	0.07435830905023504	0.11952797299193987
GU644659	0.2608695652173913	0.06755914400316021	0.10043196966333061
GU644660	0.2608695652173913	0.06757821238758478	0.12673034615312712
GU644661	0.26086956521739124	0.07487517827246232	0.136087968117527
GU644662	0.2608695652173913	0.08217945902478561	0.1317697130125283
GU644663	0.2608695652173913	0.06756235639763145	0.12718292004382684
GU644664	0.2608695652173913	0.07489267255586593	0.13625730041363426
GU644665	0.2608695652173913	0.0754224586134799	0.11945267766342478
GU644666	0.2608695652173913	0.06757573605853033	0.12669519147209124
GU644667	0.2608695652173913	0.08218912652725872	0.136114263965273
GU644668	0.2608695652173913	0.07487452058363184	0.140502824977048
GU644669	0.2608695652173913	0.06757621112098473	0.11947418987938334
GU644670	0.3043478260869565	0.07487965018633481	0.14058094518577297
GU644671	0.2608695652173913	0.06299449679230303	0.13605630446028613
GU644676	0.2608695652173913	0.09405480293157105	0.12943134635174328
GU644677	0.26086956521739135	0.0940466716654472	0.12941213797869539
GU644684	0.2608695652173913	0.07489086319375426	0.1370570843247266
GU644689	0.2608695652173913	0.07489086319375426	0.13485187486172995
GU644690	0.2608695652173913	0.07488907254302296	0.13484895022649432
GU644695	0.2608695652173913	0.07488907254302296	0.14420584934459582
AF351845	0.28	0.06138154166192129	0.09414176065654122
AF351846	0.28	0.07285691831330604	0.1020693486403739
AF351858	0.28	0.07203671849144404	0.1032574031321839
AF394883	0.32	0.06576486287201504	0.10386371068801926
AF394884	0.28	0.06575504411093624	0.10829028792680999
GU644712	0.2800000000000001	0.0799994069724418	0.10385771055583248
GU644713	0.28	0.07910722887135838	0.11357517410610962
GU644714	0.28	0.06576807807334088	0.11827387623740522
GU644715	0.2800000000000001	0.07287561747238719	0.10379311877280213
GU644716	0.2800000000000001	0.07287627365084737	0.1124627506138329
GU644717	0.28	0.07287317224116298	0.1037346473400843
GU644718	0.2800000000000001	0.07287561747238719	0.11281588992234591
GU644719	0.2800000000000001	0.07288029306015943	0.12330779379741723
GU644720	0.28	0.07288206194510524	0.11811633897515107
GU644721	0.28	0.0728925638472899	0.10387017055469927
JQ685947	0.28	0.07287317224116298	0.09922576327096447
AY854505	0.34782608695652173	0.07017537464721144	0.1528417065496721
AY854525	0.34782608695652173	0.0656721763884441	0.15151987912172818
AY854531	0.33333333333333337	0.07021465284933812	0.12461557994947751
AY854544	0.375	0.07317325759742327	0.14262296013500766
AY854546	0.375	0.07318343353295269	0.12649610062582972
AY854558	0.3333333333333333	0.10177918631376344	0.11774874708029225
AY854567	0.36363636363636365	0.10748921933921396	0.11490022027430151
AY854573	0.36363636363636365	0.092593997916689	0.1148321859060465
AY854576	0.391304347826087	0.07032881764536295	0.12050433364284974
AF483524	0.3043478260869566	0.09955797397256862	0.137840792897765
EU345002	0.3478260869565217	0.08119539964346958	0.12735688841634202
EU345003	0.3181818181818182	0.1092489855444086	0.1082345018946373
EU345004	0.34782608695652173	0.07311930301855987	0.13050985351789873
JQ513553	0.29166666666666674	0.09768890888080367	0.1675783750201201
JQ685938	0.30434782608695654	0.09956318714288234	0.13789116601259488
JQ685968	0.30434782608695654	0.09955387496991422	0.14763351748993436
MW055084	0.3478260869565217	0.08980456022204393	0.12944359561704671
MW055085	0.34782608695652173	0.08912542141706441	0.12951677395561287
MW055086	0.29166666666666663	0.10698725234407853	0.1264468272429575
MW055087	0.3043478260869566	0.10572816867564545	0.12299119179625456
AF351849	0.20833333333333337	0.08726423704779258	0.09391789945397916
AF394876	0.20833333333333334	0.08014596410836138	0.11437463511342812
GU644760	0.21739130434782608	0.08013684267115702	0.09436857100601717
GU644761	0.20833333333333334	0.08725291290961533	0.09477789504664284
GU644762	0.20833333333333337	0.07580429315026713	0.10105061860191569
GU644763	0.21739130434782608	0.08012513761158359	0.09437400194412869
GU644764	0.20833333333333334	0.07586294261996093	0.10633676953843502
GU644765	0.20833333333333337	0.0872596257542026	0.08985124969063155
GU644766	0.20833333333333334	0.08011898376705406	0.08987645548892942
GU644767	0.2173913043478261	0.08631289735364696	0.09437641371026892
GU644768	0.20833333333333337	0.08726562011593318	0.08985957440757782
GU644769	0.25	0.08014066048748797	0.07502068746538279
GU644770	0.20833333333333337	0.09871589413100287	0.09435821853804652
GU644771	0.20833333333333334	0.08726222138608072	0.09437158176923406
GU644772	0.20833333333333331	0.09872234187822332	0.08985075178418983
GU644773	0.2173913043478261	0.0872995547086495	0.09437641371026892
GU644774	0.20833333333333337	0.08726562011593318	0.08257014936670094
GU644775	0.20833333333333337	0.08105910407660082	0.10835343882959304
GU644776	0.20833333333333334	0.08726339305414915	0.08985967227594023
GU644777	0.20833333333333334	0.09442095476139561	0.09434735910751606
GU644778	0.20833333333333334	0.08726781836079636	0.09434735910751606
GU644779	0.20833333333333337	0.08726562011593318	0.08483359667929721
GU644780	0.20833333333333334	0.09440297101051413	0.094352805909425
GU644781	0.20833333333333331	0.09758541025842862	0.09434975556272743
GU644782	0.20833333333333334	0.08726222138608072	0.0947969450601535
GU644784	0.20833333333333337	0.08626692198556991	0.09569729549172562
GU644785	0.20833333333333337	0.08728613314113635	0.0943498146011551
GU644786	0.20833333333333334	0.09439433637811993	0.09476209733384759
GU644787	0.21739130434782608	0.07955141609334673	0.08484810059235566
GU644788	0.21739130434782608	0.08728099534610534	0.09479959298672486
JQ685905	0.20833333333333334	0.08727723595406163	0.09436612186888685
gannoruwa_outgroup	0.2727272727272727	0.12942433216733004	0.09501400999094993
NC_031988_gannoruwa_outgroup	0.2727272727272727	0.12942433216733004	0.09501400999094993
