"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","clade","Accession"
"LT598541",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","LT598541"
"LT598543",-1.54903601481058,1.57920058987575,2.03984148907374,-0.485155981834392,0.371132371415414,-0.826725928333418,0.298380071510252,-0.26400460928728,-0.0469846830887955,0.672401578636792,-0.303833469244437,0.234839755105049,0.357091806267825,-0.632620273496158,-0.441685230508814,-0.199247714055221,-0.00335371643899072,0.0438626002001436,"Arctic A","LT598543"
"LT909550",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","LT909550"
"MG458313",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","MG458313"
"MN233885",-0.955714356074805,1.56806887963945,1.95025241387246,-1.03108512329367,0.373450413930798,-0.35565227176497,0.219616299677122,-0.0948151083886733,-0.6492178562672,-0.139633747199914,0.0916622869400878,0.194618033771969,-0.000477968166791096,-0.0211246648841926,-0.119614345490713,-0.162101679768906,0.402821984402175,0.329031435277111,"Arctic A","MN233885"
"MN233886",-0.422947025690073,2.08457242253987,1.80824709472683,-1.27834660254692,0.454067942706185,-1.09135900659369,0.549185570549144,-0.442473882507775,-0.28849674344527,-0.185757977339209,-0.936903425887515,0.346843590514505,-0.277139537393501,0.165761678282514,-0.563621750817948,0.0263878337568418,-0.139511738505106,0.0247250420296249,"Arctic A","MN233886"
"MN233892",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","MN233892"
"MN233896",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","MN233896"
"MN233900",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","MN233900"
"MN233948",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","MN233948"
"MN233949",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","MN233949"
"MN233950",-0.861409376481307,1.99062026895936,1.91494938193044,-0.788698609193136,0.316368878466765,-0.474478944572445,0.368816926217253,-0.148848685692677,-0.372024992238844,0.110817227657374,-0.0466112916418459,-0.0899069224874483,0.00957580287550867,-0.0729487705054395,0.0140004557060141,-0.0535961995760349,0.0328090926571627,0.0180661547737005,"Arctic A","MN233950"
"MN233952",-0.173782738152029,2.40203994804297,1.79005727478713,-1.09224123655188,0.261605385518117,-0.122231960811473,0.439253780924255,-0.0336927620980741,-0.697065301388893,-0.450767123322043,0.210610885960746,-0.414653600079946,-0.337940200516808,0.48672273248528,0.469686141920842,0.092055314903151,0.068971901753316,-0.00773029065274257,"Arctic A","MN233952"
"MN233953",-0.941251901704156,2.54048259328195,2.44736934317323,-0.429559109883067,-3.34877889569687,1.29840995434817,3.0207163077079,-2.8091854338441,-0.0863214459931222,0.292441095230891,0.0808460854110756,0.665041096654657,0.313868216489739,0.123984622517793,-0.582265034577588,-0.143371945305277,-0.384755834706077,-0.0283198061109167,"Arctic A","MN233953"
