acc	CpGpos1	CpGpos2	CpGbridge	TpApos1	TpApos2	TpAbridge
KR906756	0.2727272727272727	0.07776225623770522	0.16573867390056224	1.0	0.2748481336423947	0.08233261108707968
KR906757	0.28571428571428575	0.09374138087614026	0.1492379003111307	1.0	0.2821843790790153	0.08922047241340536
KR906759	0.2727272727272727	0.10590502423771776	0.15037113048807313	1.0	0.28501777451194565	0.10489986411762896
KR906760	0.2727272727272727	0.0778138365624412	0.16555532026625727	1.0	0.28836623771081443	0.08236466628517708
KR906762	0.27272727272727276	0.08518527409664885	0.16714757047073692	1.0	0.26787107616589634	0.08727496975555349
KR906763	0.2727272727272727	0.09305704878249817	0.1665354338804467	1.0	0.28924326763953667	0.08399587674269053
KR906765	0.2727272727272727	0.0930663919086387	0.1648806561565448	1.0	0.28821362799263356	0.08785252923917686
KR906766	0.2727272727272727	0.09305942064976995	0.16497418402709216	1.0	0.28829	0.0878607988486396
KR906767	0.2727272727272727	0.07776944494686726	0.15620402581170176	1.0	0.2883023395320935	0.08727553364899603
KR906768	0.27272727272727265	0.08518804027063617	0.16340409982124918	1.0	0.2577672380151893	0.08728542792254311
KR906770	0.2727272727272727	0.1200529037979083	0.15992620562480578	1.0	0.2890269276000362	0.09136264722217832
KR906771	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KR906772	0.2727272727272727	0.0778138365624412	0.16555532026625727	1.0	0.28836623771081443	0.08236466628517708
KR906773	0.2727272727272727	0.07035651837159161	0.16998843153109866	1.0	0.2883883533935973	0.08233798344496726
KR906774	0.2727272727272727	0.10591943901148508	0.15044305737079622	1.0	0.28510347016924265	0.09129498606991351
KR906776	0.2727272727272727	0.1200529037979083	0.15992620562480578	1.0	0.2890269276000362	0.09136264722217832
KR906780	0.2727272727272727	0.07035651837159161	0.16564928939007284	1.0	0.2883883533935973	0.08233798344496726
KR906782	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KR906784	0.27272727272727265	0.1275199173293427	0.15992468949401306	1.0	0.28900775178210547	0.09137112657372083
KR906789	0.2727272727272727	0.1200529037979083	0.15992620562480578	1.0	0.2890269276000362	0.09136264722217832
KR906790	0.27272727272727265	0.1302540419788409	0.1551779848459819	1.0	0.2887072808320952	0.08768235647467039
KR906792	0.27272727272727265	0.0777747704411292	0.17685841438471003	1.0	0.28849377394636017	0.08246044397267391
KT336432	0.2727272727272727	0.10341495989164894	0.16274960748083875	1.0	0.281136168709954	0.08456326954478892
KT336433	0.27272727272727265	0.09604409361785757	0.1468607097528808	1.0	0.2811298477188096	0.07829290548680645
KT336434	0.2727272727272727	0.11073322390239088	0.17488490402505363	1.0	0.2813490745493523	0.09967127829693104
KT336435	0.2727272727272727	0.09890092657615569	0.15961014857073985	1.0	0.27775089226302097	0.09034809728410946
KT336436	0.2727272727272727	0.10346974731414131	0.16959166612232834	1.0	0.2912932009043927	0.07841902833035476
KT336437	0.2727272727272727	0.09817524072407877	0.15672189270451148	1.0	0.2776869842422775	0.09260727080867473
KX148203	0.2727272727272727	0.11535933380878707	0.15615541562396285	1.0	0.29136153644414853	0.07846927627817539
KX148204	0.2727272727272727	0.10058511295524467	0.12778388111750477	1.0	0.2911741528762805	0.09548165420335275
KX148205	0.26086956521739124	0.0852148375170466	0.14156848177049766	1.0	0.2780987473841255	0.07941483260697428
KX148206	0.2727272727272727	0.09665380323177979	0.15995775248703673	1.0	0.2752384540641298	0.0962034890836796
KX148208	0.3181818181818182	0.10454095339800176	0.14968792820442717	1.0	0.23403260560230918	0.10439936330258877
KY210222	0.2272727272727272	0.07814289518947488	0.17279814717584582	1.0	0.2780702192478649	0.08284103534708355
KY210223	0.2727272727272727	0.10591943901148508	0.15044305737079622	1.0	0.28510347016924265	0.09129498606991351
KY210224	0.27272727272727276	0.0777778921814312	0.17676438622549617	1.0	0.2884619223475397	0.08243240879243885
KY210226	0.2727272727272727	0.07778113694625816	0.1766698026132154	1.0	0.28843004912336756	0.08240447157204177
KY210227	0.2727272727272727	0.1200529037979083	0.15992620562480578	1.0	0.2890269276000362	0.09136264722217832
KY210229	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210231	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210232	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210234	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210235	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210238	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210239	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210243	0.2727272727272727	0.07779174259286475	0.1750108828711789	1.0	0.27825026733692443	0.0823594513268379
KY210244	0.27272727272727276	0.0777778921814312	0.17676438622549617	1.0	0.2884619223475397	0.08243240879243885
KY210245	0.27272727272727265	0.1302540419788409	0.1551779848459819	1.0	0.2887072808320952	0.08768235647467039
KY210247	0.2727272727272727	0.08981357935009412	0.1750108828711789	1.0	0.28834411009284333	0.0823594513268379
KY210248	0.27272727272727276	0.0777778921814312	0.17676438622549617	1.0	0.2884619223475397	0.08243240879243885
KY210249	0.27272727272727265	0.07778450507487163	0.17944796853418463	1.0	0.2883981542518128	0.08237663012703463
KY210250	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210251	0.2727272727272727	0.07778799691993012	0.1750118029674033	1.0	0.2883662377108145	0.08234888224907522
KY210252	0.27272727272727265	0.1302540419788409	0.1551779848459819	1.0	0.2887072808320952	0.08768235647467039
