"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","clade"
"EU828653",-6.57399706096191,-1.90136677592512,0.780358297090013,1.5328669925379,-1.36260450962896,1.43407089262178,0.909841952544864,0.518058129432181,0.196968242948016,-1.08500850856121,-0.224566485116524,0.297612172850325,0.194357736393132,0.899553982663458,0.399606834563129,0.188116043474292,-0.78687144792641,0.875478247384882,-0.833634851445759,0.412689262180993,-0.0783293798890798,-0.290775459913147,-0.13795554912153,-0.249776354059671,0.335910090112832,0.390555947719029,0.00646557372854841,-0.151899968277762,-0.181118397464061,0.250961502765178,-0.918998646893565,-0.195743498364839,0.0297628154021664,-0.255763707658511,-0.224948910645283,0.351314714940499,0.340827660384935,0.181095943531614,0.315149191833025,-0.070246019519417,-0.00474727162027387,-0.000629081270632551,-0.000143340106141254,0.000268779189273351,-0.000281167535146187,0.000538199328372485,-0.00011894077713707,0.000311333522575275,1.14076111080037e-14,1.6123399997395e-15,3.83174359722897e-16,-2.51959138618178e-16,5.15405601559862e-16,-2.59038365840065e-16,-4.15545387120835e-16,-4.76169272030264e-16,4.67944938405006e-16,"Asian SEA2a"
"FJ561726",-6.52402839940391,-2.93106110742261,0.910469184359818,1.20841241388595,-2.03455520494982,0.863492175102345,1.52521289774381,0.597781365550151,-0.0737371720773847,-0.789580710136705,-0.246754373226742,1.25702980279928,-0.231074161242598,0.410306795177417,0.80783976264008,0.0595141578328987,-0.781223399590004,0.650623928495613,-0.182088760583916,0.716258179413416,-0.306954632427605,-0.0415577614343955,0.532002753877641,-0.0733613744118791,0.21891694087676,0.344776650367277,0.0879534834253996,-0.119843551909451,-0.164780451814724,-0.140785403411299,-0.270883745130264,0.0511225499669385,-0.0403864196058609,-0.0054797824667626,0.0431188983870142,-0.0760371313346578,0.194443767955249,-0.10994310128003,-0.10065906192731,-0.330688394390361,0.000536204790096413,0.00128625312626542,-0.000126727334717179,0.000528835206307601,-0.000246014688121212,-0.00115491771374142,-0.000185175809210106,0.000320626452107342,1.11855665030787e-14,1.94540690712705e-15,1.04930817449799e-15,-6.96048348468241e-16,2.65605421019202e-16,-9.2504912146292e-17,8.40549739604853e-17,3.00986845207346e-16,3.84678211558119e-16,"Asian SEA2a"
"FJ561727",-5.95922241736185,-2.93468583502222,1.00463876749755,1.80479560593045,-1.38868473295254,1.40692961286584,1.22861843293827,0.80689423744606,0.00962052025590161,-0.739897197781054,-0.766788872647124,1.50815749003516,-0.34805618840337,0.258828844933677,0.140538755643971,-0.520853349810008,-0.351274589094721,0.545003700282156,-0.650586946088886,0.563351347463486,0.600202822023316,-0.366509804117341,0.0242856784443099,0.107506645990065,0.616274793217318,0.579148788770924,0.17552069844561,-0.0936331328801663,0.0542100097376554,0.378404753584771,-0.01146168022842,0.0299118231166903,0.0286492573159109,-0.192437144333337,-0.333775634690308,-0.570466488499542,-0.143371069703119,-0.752818381926036,0.446888875513517,0.216080365556205,-0.000267213622011731,-5.24898999022274e-05,-0.000511245298345853,0.000304402559542109,0.000164688736626209,-0.000998534863341938,0.000288673582831017,-0.00130972084749171,1.10466955822543e-14,2.00078343635354e-15,5.5721955474421e-16,-6.91091783723685e-16,1.33359124244535e-16,5.2129601599243e-17,3.60442274711853e-16,-1.05153363061577e-15,5.21312612469908e-16,"Asian SEA2a"
"FJ561728",-6.07239540063436,-3.17003120287612,1.32482026280476,1.52722996839049,-1.22123490116589,0.956054721939383,2.31197544157884,0.820157284036572,-0.520364553511321,-1.47433367436503,-0.9735282700922,1.59337916191944,-0.0361439570855363,-0.365212689444962,-0.0771505644396607,-0.23968051403272,-0.81015843335333,0.877186702583651,-0.162873477638627,0.896492362753802,0.427883227455586,-0.899211114970014,-0.277856033064966,0.541924415094052,-0.0198870085929884,0.332526038113439,0.398840065774301,-0.218275027472715,0.663591036532286,-0.0403492394193474,-0.332490057909426,0.0422139289170526,-0.327771895189086,-0.175066269588466,0.246212950274047,-0.167867302272951,0.196604760395219,0.158747406131243,-0.00402908403834123,-0.206249823992568,-0.00448817291252856,-0.000867475587344924,-8.51621433765277e-05,-0.000278716399326119,0.00119501027680045,-0.00047863044826868,-0.000374812413644831,0.000484058874880446,1.07614383228944e-14,1.64617285079918e-15,1.56722355053707e-16,-2.06238630569797e-16,2.29066212580405e-16,-3.3372750266212e-16,-2.82823774248502e-16,-1.34849695076393e-15,-3.89111814534222e-17,"Asian SEA2a"
"FJ866829",-6.2168902771894,-3.40054888023303,1.22213821599974,1.33404095024802,-1.69323980386006,1.32289404805986,2.39415611385404,0.64815642056797,-0.65175897099019,-1.02243918960536,-0.971013199526884,1.46688838906076,-0.141044264816727,0.137235809122978,0.14491652419614,0.432307101439473,-0.979566548907596,1.13828131381834,0.554069092366346,1.09825694281007,0.251422826734203,-0.489426899461681,-0.20984367831865,0.668935465815877,0.242338478004109,0.378272429608814,0.100274799864325,-0.0807192572764996,0.310572274510606,-0.278952554269803,-0.109481671769746,0.319111169982555,-0.206177429091268,-0.553369087628714,0.237029733441918,0.0244823787667619,0.158458689552981,0.158704795099185,0.104854374094748,-0.264994413289853,0.00746614506446124,-0.00158024488715583,0.000500957469484722,-0.000138166364208497,-0.00165816311927897,0.00123963037484183,-0.000640237788710628,-0.0012001557249423,1.07614383228944e-14,2.47884011926804e-15,4.89789262441254e-16,-4.28283235494829e-16,1.73555061349148e-16,-1.11682897737088e-16,7.71888099145397e-16,-4.60318531063801e-16,5.16200330859156e-16,"Asian SEA2a"
"FJ866830",-6.05258703389736,-3.8041592679024,1.26943441795733,1.13657164217607,-1.87984137293251,0.539216764359316,2.07261203122778,0.655467958986288,-0.469842784151568,-0.98544033287578,-1.02430803009771,1.72647914139379,-0.390978355260083,0.289101590731833,0.850465866756182,0.57481156875629,-0.767127008474236,0.85829807345622,0.166356704959122,1.28590715657779,0.400101393918506,0.672138217942611,-0.0056354875331787,0.0687498886964753,0.709235573620177,0.276426924339421,-0.0559279986269102,-0.245760912124775,0.063241152807807,0.147534503313846,0.0214328782673027,0.265009587864282,0.00240678530603916,-0.359857796380766,-0.206868899078828,-0.49326372242138,-0.245927838082099,-0.605443513599486,0.47518458119704,-0.177411920135727,0.00670425460297117,0.000845109857677947,-0.000303937284879367,-0.000212024237263365,-0.00295986645853795,-0.000452346496540242,0.00151603637977813,-0.00131109813780918,1.06303610829389e-14,2.06490170708147e-15,1.03306614922583e-15,-9.78055843886661e-16,2.00817225112376e-16,1.78223206301323e-16,1.01038089162421e-15,-4.43730496983815e-16,8.64601791961081e-16,"Asian SEA2a"
"FJ866831",-6.67976697767638,-3.18124268097353,1.01483898019221,0.580081958976699,-2.18910596943948,0.485885105769404,1.9310544683426,0.705949160969724,-0.151942795825141,-0.662221013416344,-0.402511182461445,1.13071931385047,-0.035292325043183,0.521063290912287,0.94798207560932,0.717907009386468,-1.01628439168208,1.00881433606398,0.569474856344518,1.32102212843179,-0.553161493028661,-0.117480960611076,-0.0210075417794024,0.262356458860204,0.447120335680307,0.507660864571766,0.0893360527000959,0.0535326792056655,0.165277638313225,-0.34445073127306,0.119517358873221,0.151920966555092,-0.265749773273854,-0.208605916986656,0.14747444912422,-0.170715483453804,0.319342562898105,-0.0505599742322651,-0.107509164999594,-0.342382169858342,-0.00413865693569729,0.00129030178773647,-0.000338791633334255,-3.85701001303978e-05,-6.31965443290622e-05,0.000469357841286061,-0.000115247473905474,0.000355255735093111,1.05800312497669e-14,2.44995495654989e-15,8.3149718244041e-16,-2.42207220489278e-16,2.17575719384266e-16,-9.4424338799892e-17,-5.42597551208251e-16,-1.18821224945295e-15,-7.03713785518867e-17,"Asian SEA2a"
"GQ472468",-7.69604703926803,-2.02333521152161,0.821376374533806,1.49663146699507,-2.66470028108604,-0.0703232002481727,-1.30032012267014,0.454840652254733,-0.47143801009866,-0.177608956570736,0.56287123472459,-0.670742506544284,-0.390358573437872,0.189211119972129,0.000754696666796815,-0.0504414190118666,0.447678299306127,-0.296699059612283,0.299034374901528,0.427614830310355,-0.111298725137449,0.141695623036242,0.170552860776358,0.0910310085891814,0.242073247500655,-0.0474459529200875,-0.229936615804981,-0.338843070880895,-0.188406070600119,-0.0782425431206232,0.228356035665637,-0.0390258672885141,-0.164351457097462,0.345634544143449,0.0181349967246108,0.0540901906383377,0.0110835604805397,-0.166096029030653,0.101336361628482,0.02994904117253,9.90609996098274e-05,0.000583213323608007,-0.000289957706945687,-0.000398046770903994,-0.000820893399122005,0.000199462052455201,0.00122442778761947,0.000203237958889117,1.10754723656867e-14,1.7528028134326e-15,7.9291902420694e-16,-3.01206630601689e-17,1.21256819416717e-16,-1.59064079005316e-17,-1.83847022332407e-17,-1.83374617055178e-16,4.67769344559383e-17,"Asian SEA2a"
"GQ472470",-7.65551292830583,-2.75664994265245,1.03510041742528,1.03557620428264,-3.0843963666776,0.283609925158504,-1.52901022124618,0.66104674896017,-0.681872855493742,0.214248201256536,0.373845237047818,-0.989225355161274,0.265236201491181,0.633223345123815,0.572197913317751,-0.0249019408487211,0.826664096757722,-0.174828741671273,-0.211987024310178,-0.0712129504882828,-0.643053966885652,0.516019531986256,0.0818531863423076,-0.0946347146467957,-0.303124633419955,0.113002092467659,0.0585929414237609,-0.159904007477002,0.0274798300641663,-0.422947571068951,0.195094347120559,0.215661771000126,0.308581314139324,-0.207451163494262,-0.165182910983007,-0.0587368682882953,-0.0954721986583314,0.0268975028083039,-0.050709706017366,0.00134268766221573,0.00108695553657581,-0.0028570113180545,0.000109919927240079,0.000716817151954403,0.000673820560639201,0.000668761700296275,-0.000151150521500138,-0.00139871704986436,1.09898542349882e-14,2.14290185641248e-15,2.12476630224058e-16,-3.19127103725864e-16,2.79832682244291e-17,-6.20525465434107e-17,-9.02570371534702e-17,-5.49364471246137e-16,3.4801279759472e-16,"Asian SEA2a"
"GQ472473",-7.67765054446154,-2.42771600502624,1.28879003031262,1.08385528753034,-2.83153413258133,0.422179040144492,-1.18440929198652,0.097599127712018,-0.609005614777046,-0.389566437474276,0.533191378039703,-0.769594443243694,-0.0608585654653884,-0.0204810505460873,-0.0179458534427422,0.230955525426873,0.523836694458573,-0.464012279861969,0.250838859810818,0.0939423171149742,-0.0361933224859593,0.24677041373989,0.442094463277697,-0.119768446029876,0.237987953400866,0.0805411753188797,0.00963321247195154,-0.0241678551942026,-0.0206989627585671,-0.158381724488345,0.240982518673437,-0.123013508128443,0.158639202996909,0.251909878738156,0.0714483494432026,-0.0152606461922221,0.259557683250157,-0.0796368490541003,-0.208765122601439,-0.0366283556238316,0.00034886159940504,0.000395864076103069,-3.92125491699604e-05,-0.000384321959344614,-5.91879090141454e-05,0.000564801818075673,4.80997502175738e-05,9.92836916992742e-05,1.13375105495741e-14,1.82904867074864e-15,6.86403553592282e-16,-6.34985162469897e-17,9.12831933905575e-17,-6.16662180610601e-17,4.11344170409162e-17,1.25611367521265e-16,3.24712141152977e-16,"Asian SEA2a"
"GQ472477",-7.96689920237917,-2.16528390014299,0.999214954447514,1.49104951995963,-2.60804960343929,-0.0653613851281757,-1.53602919700343,0.233225028583352,-0.741239281896956,-0.216164333839635,0.360141901680291,-0.701462290750592,-0.113239407882157,-0.603723621941627,0.0425845677170867,-0.27468176587501,0.796871314206022,-0.715875197087733,-0.206412845389177,-0.214614690412638,0.0540160536558005,0.0495490603073828,0.0806190811965983,-0.0776698897516656,0.213354732621096,0.0406365188646792,-0.0778914369872297,0.0153265958708125,0.489592622127064,-0.359057060124685,0.067541306066498,-0.20184478936989,0.135337594016013,-0.0422179331412905,-0.0209152644058589,0.054770157377588,-0.0328866957479692,0.172871975482945,-0.289339158190261,-0.14683908054473,0.000261919645279137,0.000664301516185658,-0.00028035254346835,-6.36620403597128e-05,-0.000431785248982333,0.000375108318448019,0.00120909593235886,0.000222940046813082,1.11213436051515e-14,1.65980672739949e-15,7.21388294197153e-16,-7.01531610524453e-17,1.94391996362985e-16,-3.11929112878618e-16,-2.08065005590088e-17,-1.74995715521342e-16,2.64401331311089e-16,"Asian SEA2a"
"GU358653",-7.78965807126399,-1.83531809294003,0.948214997204421,1.23488245793956,-2.25833422133407,0.838325516066266,-0.941900244106817,0.476036797199917,-0.66996374485192,-0.0210870675992395,0.182551610137665,-0.529191324244499,-0.333528923455357,0.727604126319938,-0.684779010567108,0.108482234655239,0.192348583814441,0.665576544897349,0.231853574760599,-0.0234091965253539,-0.66151220361152,-0.534928573428814,0.0311965090061435,-0.128970121354955,0.565434424380016,0.20909550465544,0.127670602192192,-0.0186430324758324,0.23320017153325,-0.250008179902976,0.0997072231021429,-0.223077340347492,0.024621484182661,0.0138745090619772,0.015385760489043,0.109091274876366,-0.182993705030291,-0.162849939152877,0.109373525144839,0.317326900851192,-0.000121288297569792,-0.000612885414640437,-0.000302746650890969,0.00114755892295278,-0.000109929655083537,-0.000957891513185251,-0.00049900631923966,0.000246053147518324,1.13562727713138e-14,2.20989793413713e-15,4.63961026425589e-16,8.43349167611758e-17,2.39634770106525e-16,3.17167907135178e-17,-3.53000641047173e-17,-4.7914175386185e-16,4.96279978220243e-17,"Asian SEA2a"
"HM486355",-4.48119266056449,-1.17366757775206,1.08529663274119,-0.415754187978614,-0.410115740242514,0.485098646478076,1.11661693406052,1.61067078537656,2.04439430449936,3.846761488389,1.04808741496878,1.00693616236827,-0.787180332160423,0.459505128624258,0.168374147904851,-0.087671537356644,-0.398423152276053,0.214194675229093,-0.184044002393887,-0.492943495373385,0.176816646815896,-0.149345214049238,-0.035965985790907,0.44023089757067,-0.0119137442915234,-0.211305027654479,-0.403400721441875,0.16299388561438,-0.0230533535779715,0.118755450661803,-0.0211898899802886,-0.0126589321429164,0.19642271323329,-0.086398489146798,-0.0373820469106066,-0.127720446148075,-0.0505038616305081,-0.0534380093730477,0.0175979250833928,0.0482886915737375,0.000806091318343524,-0.000548320929959536,-0.00102898824542914,-0.000151233929830226,-9.9100899068792e-05,0.000147553426735803,-0.000728615224488898,0.00023450323798939,1.07753767335646e-14,1.71392510022496e-15,1.81163939358007e-16,3.06560713227441e-16,4.62972264670176e-16,-3.72413959131066e-16,8.94548726087106e-17,-2.46029921321475e-17,1.5161950904156e-16,"Asian SEA2a"
"HM486356",-4.43029761160254,-1.33616511236397,1.07049461707422,-0.533711147735041,-0.561672226837528,0.425056350438801,0.798206325061,1.91723480743547,2.04170443861212,3.6890379555259,1.05331813182422,0.990281445308846,-0.481597580386946,0.328695006320826,0.130690823470256,-0.144161137731055,-0.384246444675078,0.570624568035688,-0.309936970655685,-0.446255870503412,0.148400073725492,-0.0842396971843496,-0.00425030145426903,0.322811644799865,-0.143852354956849,-0.390042929600058,-0.51722335888285,0.0959243699619184,-0.159029551960087,0.079959692140437,0.0934834280244545,0.100238876486402,0.143211690744422,-0.208298688164138,0.0528461112511009,0.0846767664975457,-0.150976146741729,-0.0822630886128653,-0.0333928422387084,0.302016509012208,0.000882227944473958,3.89941194800112e-05,0.00160126723860857,3.75856132086109e-05,-6.11061987990545e-05,7.0949374565949e-05,-0.000668465363516566,0.00020957616929703,1.07277598189568e-14,1.85609573654268e-15,2.15683771818198e-16,2.54483163991218e-16,5.17096748638172e-16,-3.85110301503127e-16,1.06536540947985e-16,1.36608194552623e-16,9.13880062067057e-17,"Asian SEA2a"
"HM486368",-7.61124707017056,-2.50564998248789,0.673878890731341,1.24838831715009,-2.60884083815438,0.252601924972472,-1.23844984522906,0.111563750395315,-0.228246907258287,-0.519674832346436,0.320099729913851,-0.682862883814104,-0.152089174513634,0.014333207512458,0.393169566567188,0.00793829035860109,-0.129430030111603,-0.615842444157382,-0.156263917875154,0.252811363877705,-0.0620377383755525,0.60165106450253,0.317758402691188,0.170355330414949,0.230334240162227,-0.078367177284348,0.178988388705925,-0.327279412359862,0.198541944760917,-0.0911425714443854,0.202079237267985,-0.103493797377982,0.0192849135318373,0.149460348837628,0.151973344527414,-0.10601879524791,-0.0704773829465441,0.194570807289523,-0.0686588239438632,0.00995404630686344,0.000591935681301901,0.000551469457849179,-0.000112256979477204,-0.000145431436911827,-7.19548033988341e-05,-0.000729963601345974,0.000110057953732197,0.000269672606510911,1.0893421339724e-14,1.55149291459235e-15,7.97425856054798e-16,-2.85543121172021e-16,-2.41783713996989e-16,1.60378386863971e-16,1.52156719503432e-16,-2.07455539866282e-16,3.24712141152977e-16,"Asian SEA2a"
"HM486369",-4.32402578972283,-1.08522688860216,1.06825873956894,-0.571499846449124,-0.300356225938398,0.303206271808152,0.891020328852599,1.40610281642887,1.96897500186377,3.70896539488777,0.741158640205541,0.866312952887319,-0.698539981549951,0.595455703604485,0.450879757388274,-0.257353477814516,-0.442952728006671,0.193257395904719,0.161213970556658,-0.47557433332745,0.19016549210459,-0.252274760890786,0.100948003634711,0.313734701236086,-0.0114827170363616,-0.32234847675151,-0.617244176966169,0.114165039121126,0.0700665771702969,0.238827050007017,-0.232765419309178,-0.23695321356509,0.272016239333799,-0.0464477604189099,-0.0814726583685246,-0.0408138595886869,-0.000204949173262756,-0.126078040315835,-0.0999482370644514,0.0598661450100632,0.000595227044316065,-0.000702591915054754,-0.000878395934805386,-3.65842383480541e-05,-8.2110526281774e-05,0.000292625559760473,-0.000519636895679503,-0.0013009750823449,1.08863990360271e-14,1.81106961487966e-15,2.92186241820523e-16,2.51049561996183e-16,1.8883054820113e-17,-2.6139165666855e-16,2.00477175071226e-16,-2.46029921321475e-17,4.29175265197849e-16,"Asian SEA2a"
"HM486374",-4.65425408235305,-1.15945711490171,1.09732919404887,-0.543896939301196,-0.471709539824781,0.399055178018447,1.03023151347499,1.58819301254513,2.08571409934408,3.84358046353637,0.898259766305245,1.08779732309527,-0.981385333421951,0.430252913812474,0.204037261868177,-0.0380245212447192,-0.364227115513129,0.275818115042747,-0.211814662308052,-0.6551047504041,0.1669932911704,-0.00566987027751429,0.0650842127073751,0.204344676816471,0.187735982008754,-0.0591658251014379,-0.543672981474944,0.00728243735162572,0.054050146245102,0.112066205474689,0.0895323508841593,0.107638768116963,0.147809895860481,0.0848788701407749,0.065266766292532,-0.192810117747295,0.0270029005896856,0.0389464764394981,0.180842582473091,0.00817094736938348,0.000972106503846893,-0.00108532634473629,-0.00109864400784893,-5.54523901769883e-05,-0.000145143643264389,0.000112469481023449,-0.000800387234017041,0.000283556187491896,1.08152221011054e-14,1.76743276261271e-15,3.37221586666649e-16,2.37596013478759e-16,4.48270443984473e-16,-4.03237830210196e-16,1.83720342440361e-16,5.46285948906569e-17,1.30476385503609e-16,"Asian SEA2a"
"HM486379",-4.28388858496993,-1.17774414598364,1.13207465330458,-0.667610807691183,-0.319269477605747,0.408168143382471,1.02823004821629,1.7102480669944,2.02539898697115,3.98592035183579,1.04858265746071,0.924522102222992,-0.841020630796507,0.384301582658312,0.266784665087577,-0.117649364490778,-0.255829154018578,0.377396835880612,-0.330715813331554,-0.402585706499842,0.222009380238015,-0.0112321741587788,0.0840936703202801,0.386179595120989,-0.350236454749489,-0.226134108386026,-0.399788067960277,0.186838846706111,-0.0420834341424378,0.0539130194585116,0.0689150899406651,0.132039060185985,0.14540714096309,-0.217512432504396,0.10199702663077,0.0514986892471421,-0.0966700805384943,-0.0469190146932184,-0.032195731373203,0.315749853543823,0.00116695060728069,-8.41331958136695e-05,-0.000728043592818046,-6.84510285161496e-05,-0.000302856993603082,4.94074841983223e-05,-0.000730004768344237,0.000146216046200245,1.06583708799177e-14,1.68609283589696e-15,1.04661469355682e-16,2.54483163991218e-16,3.78318870560027e-16,-3.85110301503127e-16,1.06536540947985e-16,8.10970433213649e-17,1.46899157437964e-16,"Asian SEA2a"
"HM486381",-6.52564017532923,-2.75680051407798,0.306692512373627,1.70987170540922,-1.4782943064746,1.02059787250374,0.925058725011104,0.909918428196135,-0.369639881765706,-0.852422625117351,-0.839690829046073,1.11534797793816,-0.47621589033005,-0.284011462063228,0.284351454201375,-0.424358440190017,-0.839555626995258,0.321311111312257,-0.83647309564274,0.439018517955862,0.666205474721036,-0.792862215996899,0.321898790517936,0.628656995729985,0.231759208679719,0.555129297762489,0.563571977225725,-0.436346451915431,-0.261508183535825,-0.462735101552776,-0.0912616227031415,0.115445009991104,0.435978026351509,0.254488098467177,0.179011936342593,-0.43781049889797,0.425148825647168,-0.172430150068228,-0.157550242779373,-0.172728893785507,-0.000633690305774963,-0.00351621791556295,0.000504228734569049,0.00104286843975471,0.000844125546674164,-0.000431238286505809,0.000955795011166715,-0.000794178056095435,1.10294549916817e-14,2.26364845374874e-15,2.40344389061174e-16,-5.30480870522451e-16,2.38052102720336e-16,-4.21663166611578e-16,3.09053197471727e-16,-3.12052722543005e-16,5.61435887642967e-16,"Asian SEA2a"
"JF819605",-5.19594214593444,-1.23408954405822,0.947643178735891,-0.494723923403947,-0.317588355546359,-0.244924580975661,1.49030340010575,1.37512116238937,2.21617784062368,3.76946957873128,0.720248455263894,1.06691629903079,-1.81918340996053,0.580965352818708,-0.70130326593865,0.0733070629394724,-0.13374329178014,0.369281557736882,0.393407988294017,-1.02086753416768,0.559462659055192,0.511833697374998,0.328208808828875,-0.264958252828501,-0.63998657904176,-0.693864288740437,-0.205888454624165,1.13269205091159,-0.213620837427059,0.178365445571979,-0.256379719910606,-0.0164121629646905,0.14370481022068,-0.0409611349966379,-0.41415212547748,-0.247152409982327,-0.306655848086595,-0.335710539912748,0.0709542587462071,-0.482431042568515,0.000864597884967746,-0.000602447133560513,0.00140433802776136,-0.000190021107102748,0.00043787913416083,8.9018461124501e-05,-0.000331818681982011,4.36206210748992e-05,1.11059450591909e-14,1.4083924906878e-15,5.0014031698035e-17,-1.63556144842109e-16,-3.98189662090433e-16,-5.84681178900457e-16,1.14702909903798e-16,8.57539795512784e-16,8.25374525329117e-16,"Asian SEA2a"
"JF819615",-4.52078575161731,-1.1688818679896,1.33850044749869,-0.235948733514364,-0.163964113976022,0.364412725530277,0.639215661707233,1.42442908959901,2.55179204120701,4.03974059865915,1.16472295770426,0.706505763590623,-0.778546020799176,0.221007673817766,-0.0438903690359836,-0.449492039991648,-0.350126050732762,0.205757507586339,-0.37521118865792,-0.648099729230004,0.0348503262007388,-0.248001835599248,-0.0831085004334176,0.340429087302331,0.0616403000083569,-0.0717249329580076,-0.19723986890975,0.209178036261175,-0.0236426380560322,0.132991690988739,-0.102979982573318,-0.0902394755351909,0.313491996928765,-0.0365510221568834,0.00101493674469894,-0.162683198096073,-0.0825557725114213,-0.141527801288542,-0.00861452168432732,0.0225606223999051,4.76655385588137e-05,-0.000617423612401217,-0.00110486667152788,-8.20190783743218e-05,-0.000156391693815021,9.51782799656541e-05,-0.000950276103171926,0.000250068498954704,1.09419101872584e-14,1.49188049529993e-15,1.25652788126749e-16,3.06560713227441e-16,4.62972264670176e-16,-3.72413959131066e-16,2.00477175071226e-16,-2.46029921321475e-17,2.07130660272818e-16,"Asian SEA2a"
"JN974823",-6.4582470547668,-2.3343627958746,0.274425611027232,1.3626520776168,-2.28057437710029,-0.717230869818855,-0.542009037416434,-1.13948731738954,-0.143344170618761,-0.759342347375031,-0.58901393930427,-0.147838175758462,-0.1226287163837,0.430115673020938,-0.63453827440589,-0.378376832458004,-0.226922824828675,-0.306277209773301,-0.170164227154508,-0.757219900670915,0.740617711187828,-0.190678371166047,-0.611657423833297,0.8516940767836,0.059733249442099,0.32408651899382,0.420502975188679,0.68101163144519,-0.230649165390894,-0.471894760362266,-0.233167560044204,0.304795298092014,-0.320301609995679,-0.0564387421636748,0.203459511530881,0.1548195814186,-0.0119300686263413,0.157637586841852,0.0149583377148786,0.0170675381199296,0.000844882800945086,-0.000654184200581654,0.000384678535139454,0.000192665894978705,0.000372714428915982,0.000646865867018199,-0.00027411494655244,0.000125468564525014,1.05236055028449e-14,1.62703084620893e-15,-3.13195090812021e-16,-1.37709688163855e-16,2.11879194490896e-16,-6.10130895397901e-16,-1.17699429213616e-16,-2.01585997705561e-16,2.43917027131427e-16,"Asian SEA2a"
"JN974824",-6.74812496873531,-1.80819624297482,0.459198870477946,2.18860267681565,-1.02846967028564,0.997117468865343,0.679533069777658,0.801210546255587,-0.16942455627903,-0.737315995223643,-0.126852527725439,0.0207809330770614,0.00407242689448496,0.854555848084159,0.237951058024503,-0.161684860363998,-0.479856960399096,0.443134013903564,-0.470411889096189,0.783350018266832,0.092099521068608,-0.330520639421329,0.140717254313504,0.483099048068868,0.583536453894342,-0.154154060103935,-0.219512523784167,-0.300120849354521,0.167016776157835,-0.146756244060157,-0.0343733541013928,-0.118519404931428,-0.453417653234555,0.170217052759057,0.220209449141952,0.285226106682759,0.175768463455392,-0.115777317742419,0.0336488273981413,-0.0353900922357376,-0.00519698641140596,-0.00100787527645373,-0.000337228368242944,-0.00010360537416038,7.11716005767026e-05,-0.000938712157381732,-0.000162743549091799,0.000246277050186328,1.13114624249749e-14,1.51632507218733e-15,7.07600254498836e-16,6.05405622633347e-18,5.50513092903098e-17,-3.21399735152659e-16,-5.0820839864489e-17,-2.47875914722439e-16,-2.4999540611851e-16,"Asian SEA2a"
"JN974828",-7.64828518399299,-2.44128674102665,1.01563574493304,0.8094174038111,-2.91685636671536,-0.00508801613399968,-1.44878075991737,0.56626800149789,-0.606734535930027,-0.285756368475228,0.560312509642631,-0.953802509229662,-0.212161966740076,-0.011180345068579,0.193332757820118,0.0220182795086068,0.561177365950295,-0.246990938598922,0.166006369853446,0.0439904913591213,-0.167440319762265,0.394058441529847,0.121811399081906,-0.205163429797038,-0.33142117327933,0.111990148347099,0.018666671388939,-0.319561479516476,0.0231199721355077,-0.0633564450821872,0.140428962837188,0.177722657027719,0.0291160199627073,-0.00550789542000235,0.0986900408502244,0.102074157261242,-0.08024954374305,0.0370529245454485,0.00704540340108959,0.0711032173823417,0.000829882858125355,0.000863294756501943,8.38541784931266e-05,-6.71939248921067e-05,-0.000588909431061066,0.000372556781511548,-0.000142374120203876,7.95984480234824e-05,1.08788319325256e-14,1.69881264656242e-15,4.34521235149089e-16,-2.08104801263348e-16,2.79832682244291e-17,-1.73074849005926e-16,-9.02570371534702e-17,-3.27319866321105e-16,2.36990495132205e-16,"Asian SEA2a"
"JN974829",-7.42643717232044,-2.11262046631429,0.891143534693083,1.3090969476566,-2.87299463759179,-0.40273557598329,-1.82895645250367,0.554444725850018,-1.15918810132338,-0.547110612013933,0.128424492270338,-0.784134616972176,-0.27896012784584,-0.826831835122991,0.541051017596205,-0.472431492811374,1.00207203759342,-0.573955973472392,-0.472310798504128,-0.606519998949319,0.242760435752274,-0.221955149925894,0.280667328970848,-0.571849521538082,-0.447820135148413,0.0689956796502171,0.0514727361846809,-0.266190337566859,0.490963065828315,-0.198689218818469,-0.227814315504656,-0.429252549076453,-0.16619174461223,0.22573191420104,0.0182702883325087,0.270073437440081,-0.275093225148236,-0.197512254025231,-0.297709257658126,0.034358505881714,-3.26231304116865e-06,0.00119842842862703,-0.000271892982145363,-0.000204512306467467,-0.000273734677431364,0.000341511940020469,-0.000492754279014269,1.12355285008761e-05,1.11008765374507e-14,1.37962352698269e-15,3.23498932686574e-16,-2.08104801263348e-16,2.79832682244291e-17,-5.96347377144267e-16,-3.98170454139353e-16,-4.97641101648161e-17,3.4801279759472e-16,"Asian SEA2a"
