acc	CpGpos1	CpGpos1_low95CI	CpGpos1_high95CI	CpGpos2	CpGpos2_low95CI	CpGpos2_high95CI	CpGbridge	CpGbridge_low95CI	CpGbridge_high95CI
GU647092	0.30434782608695654	0.3934076718124413	0.781374937	0.094684767	0.12311445754024533	0.2553589818572227	0.1316149087537935	0.16110539774384636	0.3133469089146177
KF726852	0.30434782608695654	0.38688256411283634	0.7757261315393378	0.086021825	0.12214523572732494	0.26898359197553007	0.13697722375700522	0.16004013416276933	0.3139813385748085
KP319184	0.30434782608695654	0.3393440797760865	0.7823950506586961	0.086021825	0.1358955428635048	0.2718105617763484	0.13697722375700522	0.160996832	0.30952319119425714
KP319185	0.30434782608695654	0.37796554050755415	0.7602953290576626	0.094686106	0.12514909536910784	0.26128614756118096	0.13177989398101206	0.16629499923293495	0.2947503883487133
KP319186	0.3043478260869566	0.38589152506701396	0.7949780401503773	0.093593331	0.11756528892490549	0.2795280550451121	0.13642362043832143	0.15821617096210958	0.31727438007089626
KP319187	0.3043478260869566	0.3764906207272183	0.7800311184032174	0.087294835	0.12381796352156596	0.2646610988710081	0.13177009546158738	0.1731931477791035	0.31113095392241763
KP319188	0.3043478260869565	0.3663032037493527	0.7693489701636909	0.093594922	0.12524909428758968	0.26749224097866237	0.13649549193416685	0.16526564975200236	0.32442541972012884
KP319189	0.3043478260869566	0.37358087273368107	0.8038104316141454	0.087294835	0.11560455089439754	0.2722520148545654	0.13177009546158738	0.15942915894520493	0.3148877605683227
KP319190	0.30434782608695654	0.3827230224218392	0.7659726297520741	0.094683248	0.11955721951080188	0.26328680055730164	0.13153934647656723	0.16450719092525806	0.3048738089545392
KP319191	0.30434782608695654	0.35900764734613905	0.7522967004799481	0.094686363	0.11189699608749779	0.27455633458634254	0.13159967314820356	0.1608836973549237	0.30986135625690225
KP319192	0.30434782608695654	0.36098126892245874	0.7885839484688455	0.094684767	0.12180859186706408	0.27294519943956974	0.1316149087537935	0.1566471308470497	0.30859249051493887
KP319193	0.3043478260869565	0.369815283	0.7910542821805377	0.086649437	0.11460872443810209	0.26374731564971177	0.13113786934690352	0.15411139902193824	0.30533394369139555
KP319194	0.3043478260869566	0.38174652722720503	0.7939056466858391	0.086653838	0.12456516975369215	0.27406206291953883	0.13558693481824616	0.16596112478782404	0.3175295239225186
KP319195	0.3043478260869565	0.39451625589153394	0.7846141788910749	0.086654361	0.12150024263477477	0.26531268552696347	0.13691740518863835	0.16455610486446304	0.30800797746083697
KP319196	0.30434782608695654	0.37104639543184814	0.7619970828290219	0.086650599	0.12732224518961843	0.2625384784684421	0.13659626034969166	0.15553444896227236	0.3143567878015616
KP319197	0.30434782608695654	0.41504188084038923	0.78669725	0.086650599	0.11109587381875997	0.2642055440939846	0.13659626034969166	0.172201247	0.3073945803121576
KP319198	0.30434782608695654	0.3411753772519375	0.8031724488350194	0.086650599	0.11762432564022074	0.2721836675407725	0.13659626034969166	0.16631007509566936	0.30247432270258556
KP319199	0.2916666666666667	0.3772812634068405	0.7810520699264931	0.093600803	0.12369115035278117	0.27542862057623546	0.1298715376801514	0.16326411394462645	0.30739505810122236
KP319200	0.30434782608695654	0.34802484813247375	0.7719751518675264	0.086650599	0.13890712815580816	0.25972605908952295	0.13659626034969166	0.16390564886435643	0.3089845987875026
KP319201	0.2916666666666667	0.35128264855880376	0.7570506847745287	0.093599097	0.13416358494164948	0.25943967982829413	0.12057498428148906	0.15281255624554096	0.3002845335702607
KP319202	0.30434782608695654	0.35354960685135617	0.7934069148877749	0.086650599	0.12219806375167955	0.2706612211118423	0.13659626034969166	0.16517985239327698	0.29438154469340944
KP319203	0.3043478260869565	0.4195459113986011	0.7474106103405298	0.085654636	0.11914601982067322	0.26011565218362065	0.12761548430883843	0.15823725630539637	0.3083514394652752
KP319204	0.30434782608695654	0.34728949588310115	0.797927895	0.085649058	0.12204360101353476	0.2622293826377481	0.13134320255935172	0.1578234210540449	0.3111848886147797
KP319205	0.3043478260869566	0.3856194974195778	0.7839457199717269	0.097229701	0.11591962936704234	0.2685762207852308	0.13192332204071075	0.16699572365639287	0.30703134251351627
KP319206	0.3043478260869566	0.3658457444328175	0.7898064294802266	0.087283798	0.1245598150540133	0.263252577	0.12227109219762897	0.15856490308413115	0.3032289580747226
KP319207	0.30434782608695654	0.37078302836045174	0.7544343629438967	0.094685603	0.11728363399908363	0.2738859507368257	0.12228518262183326	0.15634404523676945	0.308508157
KP319208	0.30434782608695654	0.3864279843299282	0.7596589721918111	0.086650599	0.11690310473304856	0.2613218201273724	0.13659626034969166	0.15816364302244457	0.3115017683237386
KP319209	0.30434782608695654	0.35869770981794347	0.770867508	0.086650599	0.1213134583326777	0.25153191538248687	0.13659626034969166	0.16537584561994434	0.3149281450198554
KP319210	0.30434782608695654	0.3259612109810733	0.8070822672797973	0.086650599	0.12256905306425371	0.2520093326286897	0.13659626034969166	0.14704383309327274	0.30071450106052505
KP319211	0.30434782608695654	0.3687503966534027	0.7782061250857284	0.086650599	0.12353948126589558	0.2567878986285042	0.13659626034969166	0.1563540192140768	0.31600964473217497
KP319212	0.30434782608695654	0.3400964022113898	0.7877296847451326	0.085649058	0.12071925196170563	0.27276033039252445	0.13134320255935172	0.16887731170860043	0.3179848472378196
KP319213	0.30434782608695654	0.4044695495735868	0.7850956678177179	0.086650599	0.11953068399559683	0.2700560319005244	0.13659626034969166	0.1579516110198696	0.3171882173578725
AB519642	0.25	0.347481418	0.7900185819395409	0.084385392	0.11842935398791146	0.2631627741513307	0.11602199347053069	0.14602771156476924	0.3185614405603397
AF070449	0.25	0.34335767370834025	0.7733089929583264	0.10453544188638927	0.1289812405296656	0.27098551721269276	0.097586392	0.13866885218987404	0.2988951340492553
AF351847	0.26086956521739124	0.32411957920713785	0.7454456381841668	0.10157337720405786	0.13084105465909576	0.25677891553981835	0.13533793947378672	0.15275961596595794	0.3030021763039136
AF351852	0.25	0.3426766803804121	0.7689899862862543	0.11013475425403114	0.12812295019167766	0.2831102732701338	0.099204844	0.1420141187375144	0.2843095522686748
AY854587	0.19999999999999998	0.3868367133280244	0.7235632866719759	0.096840854	0.1274096348784417	0.2705158754278382	0.13416404494340187	0.1422345114246415	0.29435699707212154
AY854592	0.21739130434782608	0.34359621816256813	0.7737950861852579	0.1120458013430941	0.1210325366719766	0.27815331749104005	0.087672502	0.168080662	0.2919183533341801
AY854594	0.21739130434782603	0.36287681153298623	0.7527753623800567	0.1006467495705183	0.12737122970504788	0.26034315186059037	0.092139376	0.15453192355485185	0.3062827930827627
AY877433	0.24	0.35446644441278713	0.7783335555872133	0.11260875045892667	0.13624449833408783	0.26177942134612064	0.10989089816892353	0.15884126036798185	0.290041207
AY877434	0.25	0.3671262424256644	0.762040424	0.10301318883732387	0.12017637156199665	0.28250978927931325	0.099392983	0.13622581992384747	0.29988476553601584
AY877435	0.25	0.3706138605260427	0.7502194728072904	0.091926672	0.1217927129971616	0.27523271898754165	0.096999306	0.15025342761170024	0.3063028932256954
GU592648	0.25	0.320909592	0.7924237417009735	0.07290955	0.1170561327280162	0.2745351085769286	0.1075812669619168	0.14568588912633346	0.2992701573718206
KF656696	0.21739130434782608	0.3496985228200738	0.7198666945712315	0.079428855	0.12734788641728212	0.2706959959310191	0.087720491	0.14352979466432386	0.2927230874718195
KF656697	0.21739130434782608	0.3635487521237883	0.7190599435283853	0.079428855	0.12811478155462525	0.265969059	0.087720491	0.1524394781024843	0.30423924
KF864234	0.25	0.37549173458804425	0.7536749320786225	0.11155321344523933	0.12981073280534977	0.27329142600201645	0.097563189	0.1437689281875545	0.30642291562142554
KF864322	0.29166666666666674	0.34384904289677215	0.7444842904365614	0.11157823248631177	0.12158859435827037	0.2748720447685016	0.10203988411652416	0.14093521	0.2965829108073854
KF864397	0.2608695652173913	0.34973574957545933	0.7641772939028018	0.11235417194375862	0.12248631173705425	0.2734703586158432	0.08116125	0.14739807055224458	0.2994891440406399
KM594040	0.25	0.37210403099123174	0.766229302	0.1133222451252064	0.12546913897380413	0.27460277537927336	0.11941076535300321	0.1478634351694212	0.2961893437410648
KM594041	0.29166666666666674	0.37636910383717814	0.7669642294961552	0.070116563	0.13195304982919015	0.26993250127143487	0.080770464	0.14526473830722264	0.2960698763543763
KM594042	0.25	0.37406418422099463	0.737602482	0.11333342250928005	0.13614457446147993	0.26705970739233426	0.11223211429953496	0.1551065679243605	0.28768576663164397
KP202393	0.2608695652173913	0.3419174530733642	0.7537347208396796	0.091940667	0.1379790872918124	0.26957021263854064	0.096789405	0.14574942387162576	0.2862567499498924
KT023101	0.30434782608695654	0.361448538	0.7594210270140949	0.070112762	0.12167888337615282	0.2780732562063988	0.097209289	0.14335173126085532	0.29049855605080543
KU523255	0.30434782608695654	0.3444264422222409	0.7512257316908031	0.070112762	0.11764970224951043	0.2802302308884153	0.097209289	0.138932106	0.2943878456097217
MN968374	0.21739130434782605	0.3595246209611478	0.7543884225171134	0.093660372	0.13392065391690816	0.26268189897983096	0.110649034	0.15701092387574148	0.3107462901866369
MN968375	0.21739130434782608	0.3769006097596014	0.7761428685012691	0.093665069	0.13526049830582246	0.26101214960728836	0.11066985099567742	0.1489954264674694	0.3089606939807066
MN968376	0.21739130434782608	0.36066464983625657	0.8089005675550481	0.093665069	0.12606453846290777	0.2624083993824687	0.11066985099567742	0.1671659737605215	0.3143119050043746
MN968377	0.21739130434782605	0.3576211032680089	0.7954223749928598	0.0936309	0.13142415345191027	0.27174905052245385	0.11059998320041062	0.1630315197253917	0.309481017
MN968378	0.21739130434782605	0.3489505068928811	0.7997451452810318	0.0936309	0.12313256927512002	0.2757347124739949	0.11059998320041062	0.14998830962553378	0.3170870993295424
MN968379	0.21739130434782605	0.38185227799596744	0.7511912002649022	0.0936309	0.1193341072401673	0.2732394123953742	0.11059998320041062	0.16485569079100704	0.30858769980696504
MN968380	0.21739130434782605	0.369415532	0.8071062069651838	0.0936309	0.12719099114638865	0.27850609929381315	0.11059998320041062	0.14997370888883083	0.3189127536801096
MN968381	0.21739130434782605	0.3719200111938598	0.7602539018496179	0.0936309	0.12331572378191707	0.26591548102460877	0.11059998320041062	0.16925442442020672	0.2943007580535593
MN968382	0.21739130434782605	0.37604636009158193	0.7709101616475478	0.0936309	0.12384346328349678	0.2603592907032557	0.11059998320041062	0.17112037266654923	0.3051914176012206
MN968383	0.21739130434782605	0.3619744982315589	0.7701994148119191	0.0936309	0.1351220579442819	0.2784836704637973	0.11059998320041062	0.16739804864726943	0.3088016634307651
MN968384	0.21739130434782605	0.35622102168828373	0.773344196	0.0936309	0.1278955731007214	0.26379003054195505	0.11059998320041062	0.16030098537471432	0.31000123592166906
MN968385	0.21739130434782605	0.38578507570039317	0.7785627503865629	0.0936309	0.11508190429264704	0.2818594028226863	0.11059998320041062	0.1554296469898368	0.30273497111994596
MN968386	0.21739130434782605	0.3678442118976256	0.7756340489719394	0.093635557	0.1283691559194945	0.2775445764970921	0.11062079009117963	0.15664056156247924	0.32070445119589636
MN968387	0.21739130434782608	0.34631331624874684	0.79803451	0.093665069	0.1229138298779778	0.27036445997321146	0.11066985099567742	0.15716492141362884	0.31434737753428177
MT891038	0.2608695652173913	0.32834248815461653	0.7377444683671223	0.10692312753875187	0.11729989433216452	0.2829000843410355	0.099742944	0.14982690816694944	0.2866515800676913
MW249020	0.25	0.34110909974790393	0.7780575669187623	0.10301244224698775	0.12205213874100755	0.26795290151347945	0.1041947735065734	0.1531062802058705	0.2982685009520837
MW249021	0.2608695652173913	0.34836605288899336	0.767286121	0.10692312753875187	0.1377812254036938	0.2688865253747889	0.099742944	0.1390788334901458	0.29156172592734997
AB284509	0.2727272727272727	0.3690556904540662	0.7991261277277519	0.095476451	0.13144966344607156	0.2735434348825975	0.15828763265252274	0.16461179384121455	0.3057794287004583
AB284510	0.2727272727272727	0.3602484114258303	0.7915697703923511	0.095476451	0.12317990106849616	0.2796665229108166	0.15828763265252274	0.156053619	0.31277589482720214
AB284511	0.2727272727272727	0.37354909967571764	0.790996355	0.095477368	0.13090210552333242	0.2662312092646414	0.1503453953959028	0.15763196645688177	0.32912425168549636
AB284512	0.2727272727272727	0.34958875349733415	0.8276839737753932	0.10289898678260591	0.13132415174060202	0.2812820579312659	0.15810501880383573	0.16084280335731543	0.3081191444199341
AB284513	0.22727272727272727	0.3803496601923095	0.7760139761713265	0.09546349	0.1340357159120792	0.273484686	0.15817745968026037	0.1518749380840207	0.31346862178937823
AB284514	0.2727272727272727	0.36640102004885516	0.7417807981329625	0.10289898678260591	0.13913553902167844	0.26376707336786775	0.15810501880383573	0.14949621228326432	0.3143847323208353
AB285215	0.2727272727272727	0.3317286450824585	0.7937259003720866	0.095476451	0.13527851929782447	0.277719932	0.15828763265252274	0.16603950531309558	0.3138982059974984
EU853582	0.26086956521739124	0.3649055569898788	0.759442269	0.085214838	0.1207688666933809	0.27813732973346694	0.14156848177049766	0.14947428646431582	0.30658259875780963
EU853584	0.2727272727272727	0.3273363139305153	0.7799364133422121	0.093030151	0.13280528428029248	0.269977189	0.17879989823338666	0.169422038	0.30858033439040966
EU853585	0.2727272727272727	0.37255682229278264	0.7847159049799444	0.093030151	0.12872329821698353	0.270515042	0.17879989823338666	0.15144752145807233	0.3089144058853289
EU853586	0.2727272727272727	0.3406273948943478	0.7857362414692882	0.08098132	0.12889954115459953	0.2604411100739825	0.17880035913113343	0.17562090610343128	0.3081052503631908
EU853587	0.27272727272727265	0.38606693281910587	0.7575694308172572	0.092648566	0.14018132426986676	0.27294929229917786	0.15950407	0.15415235919984416	0.32263317753242854
EU853588	0.27272727272727265	0.34300607488620966	0.7524484705683354	0.092648566	0.12459620952090741	0.28122915457455755	0.15950407	0.15252690180228795	0.3075681803651839
EU853589	0.27272727272727265	0.33057470622760476	0.7857889301360319	0.092648566	0.12602396401573768	0.2741504688435402	0.15950407	0.15324970456773052	0.3010125999141404
